Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type
"2,407",Boscombe Down A (MOD),SU17704120,"417,700","141,200",500,England,2,19,"1,995","2,013",UKBMS
"2,408",Boscombe Down O (WCC),SU18504080,"418,500","140,800","1,500",England,2,15,"1,995","2,015",UKBMS
"2,409",Bratton Castle Earthworks (EH),ST90405160,"390,400","151,600","1,500",England,5,26,"1,990","2,015",UKBMS
"2,410",Dean Hill (West) (NT),SU22502570,"422,500","125,700",900,England,1,15,"1,996","2,015",UKBMS
"2,411",Green Lane Wood (WWT),ST88105770,"388,100","157,700","3,070",England,12,25,"1,991","2,015",UKBMS
"2,412","Hartmoor, Devizes",ST99805990,"399,800","159,900",,England,4,10,"1,988","1,997",UKBMS
"2,413","KAC towpath, Bradford-on-Avon",ST82805970,"382,800","159,700",500,England,5,14,"1,999","2,015",UKBMS
"2,415","Middle Street Meadow, Salisbury",SU22502570,"422,500","125,700","1,350",England,10,18,"1,994","2,015",UKBMS
"2,417",Park Bottom,ST95303740,"395,300","137,400","1,125",England,12,16,"1,997","2,012",UKBMS
"2,418",Porton Dn.2 (Tower Hill Wood),SU240387,"424,000","138,700","2,700",England,12,20,"1,995","2,015",UKBMS
"2,419","Prickmoor Wood, Chittoe",ST95106610,"395,100","166,100","1,300",England,5,10,"1,998","2,008",UKBMS
"2,421",Roundway Hill Covert (WWT),SU00306400,"400,300","164,000","1,500",England,5,1,"2,015","2,015",UKBMS
"2,424",Upton Cow Down (MOD),ST87104840,"387,100","148,400",650,England,7,22,"1,984","2,011",UKBMS
"2,425",Vagg's Hill,ST80705600,"380,700","156,000",800,England,2,3,"2,009","2,011",UKBMS
"2,426",Webb's Wood (FC),SU04508570,"404,500","185,700","3,500",England,14,13,"1,996","2,015",UKBMS
"2,427",West Yatton Down,ST85307590,"385,300","175,900","3,500",England,15,15,"1,999","2,015",UKBMS
"2,428",White Sheet Hill Quarry (NT),ST79903510,"379,900","135,100","1,100",England,8,14,"1,999","2,012",UKBMS
"2,429",Bentley Wood - Frenchmoor,SU27502850,"427,500","128,500","1,620",England,7,11,"2,000","2,015",UKBMS
"2,430",Bentley Wood - Compartment Four,SU25303180,"425,300","131,800","1,330",England,5,17,"1,999","2,015",UKBMS
"2,431",Bentley Wood Hawksgrove,SU240280,"424,000","128,000","2,270",England,8,18,"1,998","2,015",UKBMS
"2,432",Morgan's Hill SSSI,SU01906710,"401,900","167,100","2,270",England,11,4,"2,004","2,015",UKBMS
"2,434",Wadswick Common,ST83706770,"383,700","167,700",700,England,5,4,"2,004","2,015",UKBMS
"2,436",Barbury Castle,SU14907630,"414,900","176,300","1,000",England,6,11,"2,005","2,015",UKBMS
"2,437",Danks Down,ST83907660,"383,900","176,600","1,500",England,8,2,"2,005","2,006",UKBMS
"2,438",Figsbury Ring,SU18803380,"418,800","133,800","2,500",England,9,7,"2,006","2,015",UKBMS
"2,439",Red Lodge Wood,SU060890,"406,000","189,000","1,200",England,6,6,"2,007","2,012",UKBMS
"2,440",The Batters,ST87606980,"387,600","169,800",200,England,3,2,"2,007","2,008",UKBMS
"2,441",Tucking Mill Tisbury,ST93602900,"393,600","129,000",,England,15,8,"2,006","2,015",UKBMS
"2,442",Sutton Lane Meadows,ST946777,"394,600","177,700",600,England,1,1,"2,008","2,008",UKBMS
"2,443",Blakehill Farm,SU074915,"407,400","191,500","2,700",England,3,6,"2,009","2,015",UKBMS
"2,444",Sutton Lane Meadows 2009,ST946777,"394,600","177,700","1,350",England,5,4,"2,009","2,012",UKBMS
"2,445",Dean Hill Park,SU252261,"425,200","126,100",,England,2,1,"2,012","2,012",UKBMS
"2,446",Hinton Parva Coombe,SU227825,"422,700","182,500","2,100",England,7,2,"2,012","2,013",UKBMS
"2,447",Upton Scudamore Embankment,ST869483,"386,900","148,300",500,England,1,1,"2,012","2,012",UKBMS
"2,448",Ravens Roost Wood,SU023881,"402,300","188,100","2,000",England,7,4,"2,011","2,015",UKBMS
"2,449",Somerford Common 13,SU028867,"402,800","186,700","1,360",England,15,2,"2,013","2,014",UKBMS
"2,450",Vernditch,SU035206,"403,500","120,600","1,260",England,8,3,"2,013","2,015",UKBMS
"2,451","Fitzmaurice School Field, Bradford-on-Avon",ST828601,"382,800","160,100",450,England,5,2,"2,014","2,015",UKBMS
"2,452",Hinton Parva Combe,SU227825,"422,700","182,500","2,145",England,2,1,"2,015","2,015",UKBMS
"2,453",Stratton Wood,SU165891,"416,500","189,100","1,750",England,4,1,"2,015","2,015",UKBMS
"2,454",Langley Wood,SU225203,"422,500","120,300","1,321",England,6,1,"2,015","2,015",UKBMS
"2,455",Coombe Bissett SSSI,SU111248,"411,100","124,800","2,564",England,12,1,"2,015","2,015",UKBMS
"2,456",Beaumonts,SU214401,"421,400","140,100","1,245",England,4,1,"2,015","2,015",UKBMS
"2,458",Danks Down (2015 route),ST842748,"384,200","174,800","2,945",England,13,1,"2,015","2,015",UKBMS
"2,459",Winterbourne Downs Loop 2013,SU226393,"422,600","139,300","1,300",England,3,1,"2,015","2,015",UKBMS
"2,500",Bannerdown,ST790682,"379,000","168,200","2,000",England,5,14,"2,002","2,015",UKBMS
"2,502",Stoke Camp,ST49205120,"349,200","151,200","1,710",England,7,18,"1,998","2,015",UKBMS
"2,503",Mount Fancy East,ST250164,"325,000","116,400",680,England,3,1,"2,000","2,000",UKBMS
"2,504",Mount Fancy West - Shutes Farm,ST24701680,"324,700","116,800","1,130",England,7,2,"1,999","2,000",UKBMS
"2,505",Haddon Moor,SS99602900,"299,600","129,000",520,England,5,12,"1,997","2,015",UKBMS
"2,506",Cross Plain,ST41505550,"341,500","155,500","1,000",England,9,14,"2,000","2,015",UKBMS
"2,507",Bincombe,SS90604100,"290,600","141,000","1,300",England,6,6,"2,000","2,005",UKBMS
"2,508",Halsecombe,SS89304550,"289,300","145,500","3,100",England,12,3,"2,000","2,005",UKBMS
"2,509",Mounsey,SS88502950,"288,500","129,500","3,150",England,3,1,"2,000","2,000",UKBMS
"2,510",Buckland Wood,ST18801780,"318,800","117,800","1,210",England,8,19,"1,997","2,015",UKBMS
"2,511",Hartley Field,ST18801810,"318,800","118,100",250,England,1,8,"2,000","2,007",UKBMS
"2,512",Ruttersleigh Common,ST26101630,"326,100","116,300",650,England,6,7,"1,999","2,005",UKBMS
"2,513",Thurlbear Quarrylands,ST27302100,"327,300","121,000","2,060",England,10,14,"1,999","2,012",UKBMS
"2,514",Witch Lodge Fields,ST25201990,"325,200","119,900","1,080",England,5,12,"2,000","2,011",UKBMS
"2,517",Cheddar Cliffs,ST47505450,"347,500","154,500","1,622",England,8,5,"1,999","2,003",UKBMS
"2,518",Aller Wood & Turn Hill,ST40503050,"340,500","130,500","2,200",England,12,2,"2,000","2,002",UKBMS
"2,519",Newton Park,ST69306380,"369,300","163,800","2,900",England,7,1,"2,000","2,000",UKBMS
"2,520",Draycott Sleights,ST48505150,"348,500","151,500","3,800",England,5,3,"2,005","2,007",UKBMS
"2,521",Coleford Butterfly Walk,ST68604880,"368,600","148,800",,England,1,1,"1,998","1,998",UKBMS
"2,522",Noone Cottage Meadows,ST68404860,"368,400","148,600",620,England,10,1,"2,007","2,007",UKBMS
"2,523",Dolebury Warren,ST45505870,"345,500","158,700","1,850",England,10,1,"2,015","2,015",UKBMS
"2,524",East Poldens,ST49503250,"349,500","132,500","3,250",England,10,10,"2,000","2,010",UKBMS
"2,525",Ham Wall,ST460400,"346,000","140,000","4,700",England,10,11,"2,005","2,015",UKBMS
"2,526",Hinkley Point Power Station,ST20804580,"320,800","145,800","4,400",England,6,9,"2,001","2,009",UKBMS
"2,527",Langford Heathfield,ST10102320,"310,100","123,200","2,600",England,12,19,"1,991","2,015",UKBMS
"2,528",Rodney Stoke,ST48705070,"348,700","150,700","3,000",England,12,21,"1,989","2,009",UKBMS
"2,530",West Sedgemoor,ST34702440,"334,700","124,400","3,002",England,7,20,"1,994","2,015",UKBMS
"2,531",Kings Weston Down,ST550779,"355,000","177,900","1,000",England,10,6,"2,008","2,013",UKBMS
"2,533",Blackdown Common,ST11201540,"311,200","115,400",600,England,1,1,"2,000","2,000",UKBMS
"2,534",Overland Copse,ST17701940,"317,700","119,400","1,500",England,9,1,"2,002","2,002",UKBMS
"2,536",Blackdown Common New,ST11201540,"311,200","115,400",700,England,2,2,"2,002","2,003",UKBMS
"2,537",Mount Fancy Combined,ST24801670,"324,800","116,700","2,240",England,8,14,"2,002","2,015",UKBMS
"2,538",Sand Point,ST32506600,"332,500","166,000",,England,6,3,"2,002","2,004",UKBMS
"2,539",Ubley Warren,ST50705540,"350,700","155,400","4,500",England,15,5,"2,002","2,013",UKBMS
"2,540",Carymoor Environmental Centre,ST61503080,"361,500","130,800","1,270",England,10,14,"2,001","2,015",UKBMS
"2,541",Crook Peak,ST390551,"339,000","155,100","3,600",England,10,14,"2,002","2,015",UKBMS
"2,542",Shapwick Heath,ST42304120,"342,300","141,200","4,000",England,8,10,"2,003","2,012",UKBMS
"2,543",Haddon Hill,SS97102850,"297,100","128,500","1,500",England,3,13,"2,003","2,015",UKBMS
"2,544",Middlehope,ST330660,"333,000","166,000",,England,5,1,"2,003","2,003",UKBMS
"2,546",Whiteleaze,ST27302950,"327,300","129,500","1,000",England,5,13,"2,003","2,015",UKBMS
"2,547",Congrove Field and Hanging Hill,ST71507000,"371,500","170,000","3,000",England,8,4,"2,004","2,007",UKBMS
"2,548",Browns Folly,ST79806640,"379,800","166,400","3,300",England,7,3,"2,004","2,006",UKBMS
"2,549",Dundon Beacon,ST48503240,"348,500","132,400","1,938",England,9,13,"2,003","2,015",UKBMS
"2,550",Ash Priors Common,ST150280,"315,000","128,000",,England,10,2,"2,004","2,005",UKBMS
"2,551",Babcary Meadows,ST56502950,"356,500","129,500",,England,6,1,"2,002","2,002",UKBMS
"2,552",Brean Down,ST29805830,"329,800","158,300",,England,7,6,"2,002","2,013",UKBMS
"2,554",Crowcombe Heathfield,ST13803400,"313,800","134,000",,England,5,7,"2,006","2,015",UKBMS
"2,556",Redding Pit Quarry,ST53506370,"353,500","163,700","1,444",England,10,11,"2,005","2,015",UKBMS
"2,557",Hatch Hill,ST50103370,"350,100","133,700","2,000",England,9,11,"2,005","2,015",UKBMS
"2,558",Hellenge Hill,ST34505610,"334,500","156,100","4,600",England,6,1,"2,005","2,005",UKBMS
"2,559",Purn Hill,ST33205760,"333,200","157,600",800,England,3,2,"2,005","2,006",UKBMS
"2,560",Whiteball Quarry,ST089185,"308,900","118,500","3,500",England,10,1,"2,005","2,005",UKBMS
"2,561",Line Wood Meadow,ST30102100,"330,100","121,000",700,England,6,3,"2,005","2,007",UKBMS
"2,562","Hucker's Bow, Sand Point",ST34806650,"334,800","166,500","1,950",England,4,10,"2,006","2,015",UKBMS
"2,563",Staple & Ruttersleigh Commons,ST26601580,"326,600","115,800",,England,5,3,"2,006","2,008",UKBMS
"2,565","Witcombe, Montacute",ST48501600,"348,500","116,000","2,350",England,7,4,"2,007","2,010",UKBMS
"2,566",Westbury Beacon,ST50105070,"350,100","150,700","1,270",England,6,9,"2,007","2,015",UKBMS
"2,567",Sharman Sanctuary,ST23501520,"323,500","115,200",340,England,4,1,"2,007","2,007",UKBMS
"2,568",Hillfarrance Flood Diversion Channel,ST165245,"316,500","124,500",,England,1,1,"2,007","2,007",UKBMS
"2,569",Neroche Parish Hall,ST28301870,"328,300","118,700",100,England,1,1,"2,007","2,007",UKBMS
"2,570",Walton Common,ST42807380,"342,800","173,800","2,120",England,10,9,"2,007","2,015",UKBMS
"2,571",Weston Moor Nature Reserve,ST440742,"344,000","174,200","2,200",England,9,9,"2,007","2,015",UKBMS
"2,572",Carymoor: Upper Dauntsey Field,ST61803190,"361,800","131,900",650,England,4,8,"2,007","2,015",UKBMS
"2,573",Brent Knoll,ST34105100,"334,100","151,000","2,000",England,9,8,"2,008","2,015",UKBMS
"2,574",Sand Point (2008),ST320660,"332,000","166,000","2,825",England,7,8,"2,008","2,015",UKBMS
"2,575",Draycott Sleights (2008),ST483516,"348,300","151,600","1,943",England,6,8,"2,008","2,015",UKBMS
"2,576",Hinkley Point Nature Reserve Revised,ST20804580,"320,800","145,800",,England,13,1,"2,008","2,008",UKBMS
"2,577",Milton Hill,ST533472,"353,300","147,200","2,000",England,8,1,"2,008","2,008",UKBMS
"2,578",Dunwell Fields,ST396372,"339,600","137,200","1,155",England,3,8,"2,008","2,015",UKBMS
"2,579",Westfield Monument Strip,ST494339,"349,400","133,900","2,332",England,14,8,"2,008","2,015",UKBMS
"2,581",Bossington,SS905485,"290,500","148,500","2,600",England,8,8,"2,008","2,015",UKBMS
"2,582",Wookey Hole Fields,ST534480,"353,400","148,000","2,000",England,9,8,"2,008","2,015",UKBMS
"2,583",Kings Castle Wood,ST568456,"356,800","145,600","1,750",England,6,7,"2,009","2,015",UKBMS
"2,584",Dunball-Puriton Access Land,ST313411,"331,300","141,100","3,475",England,7,4,"2,009","2,012",UKBMS
"2,585","Church Farm, Stratton-on-the-Fosse",ST658506,"365,800","150,600","2,600",England,8,4,"2,009","2,012",UKBMS
"2,586",Lords Wood,ST633632,"363,300","163,200","2,000",England,5,6,"2,009","2,015",UKBMS
"2,587",Walton Hill,ST466350,"346,600","135,000","2,450",England,14,7,"2,009","2,015",UKBMS
"2,588",Clifton-Durdham Down,ST566743,"356,600","174,300","3,510",England,10,6,"2,010","2,015",UKBMS
"2,589",Charfield Meadow,ST717936,"371,700","193,600",500,England,2,4,"2,010","2,015",UKBMS
"2,590",Folly Farm,ST605605,"360,500","160,500","1,500",England,8,4,"2,009","2,012",UKBMS
"2,591",Goblin Combe,ST471652,"347,100","165,200",350,England,3,4,"2,010","2,013",UKBMS
"2,592",Weston Big Wood,ST457752,"345,700","175,200","1,650",England,8,7,"2,008","2,015",UKBMS
"2,594","The Gulley & Walcombe Slade, Avon Gorge",ST563746,"356,300","174,600","1,320",England,10,6,"2,010","2,015",UKBMS
"2,595",Green Down,ST517288,"351,700","128,800","1,411",England,8,5,"2,011","2,015",UKBMS
"2,596","Park Wood, Chaffcombe",ST357100,"335,700","110,000","1,630",England,5,5,"2,011","2,015",UKBMS
"2,597",Lynchcombe,ST516490,"351,600","149,000","1,650",England,8,8,"2,008","2,015",UKBMS
"2,598",Hinkley Point 2010,ST210460,"321,000","146,000","3,010",England,7,4,"2,010","2,013",UKBMS
"2,599",Combe Hollow,ST498327,"349,800","132,700",831,England,7,5,"2,011","2,015",UKBMS
"2,601",Cashel,NS400940,"240,000","694,000","5,309",Scotland,10,8,"1,998","2,007",UKBMS
"2,602",Loch Gruinart (Comp. AO60 - Craig Mhor),NR27506950,"127,500","669,500","1,200",Scotland,7,15,"1,997","2,015",UKBMS
"2,603",Loch Gruinart (AO48),NR27706810,"127,700","668,100",400,Scotland,8,9,"2,006","2,015",UKBMS
"2,605",Falls of Clyde,NS88204220,"288,200","642,200","1,454",Scotland,11,12,"2,001","2,015",UKBMS
"2,608",Allt cheanna Muir,NN10509130,"210,500","791,300","1,258",Scotland,5,12,"2,002","2,015",UKBMS
"2,609",Allt Mhuic - Loch Arkaig,NN120911,"212,000","791,100","1,620",Scotland,7,12,"2,002","2,015",UKBMS
"2,610",Polloch,NM79206880,"179,200","768,800","1,644",Scotland,9,9,"2,002","2,015",UKBMS
"2,612",The Lein,NJ33306570,"333,300","865,700","1,100",Scotland,5,16,"1,997","2,014",UKBMS
"2,613",Crombie Country Park,NO520400,"352,000","740,000","6,210",Scotland,13,13,"2,002","2,015",UKBMS
"2,614",Kinghill Country Park,NS85605670,"285,600","656,700","2,150",Scotland,7,1,"2,003","2,003",UKBMS
"2,615",Baluain,NN840670,"284,000","767,000","1,000",Scotland,10,12,"2,003","2,015",UKBMS
"2,616",Newhailes,NT32807270,"332,800","672,700","2,458",Scotland,12,13,"2,003","2,015",UKBMS
"2,617",Cathkin Braes,NS610580,"261,000","658,000",,Scotland,13,2,"1,999","2,000",UKBMS
"2,618",Cathkin Braes (2),NS61405830,"261,400","658,300","1,450",Scotland,15,8,"2,001","2,015",UKBMS
"2,619",Arienas Wood,NM680520,"168,000","752,000","2,250",Scotland,15,20,"1,989","2,012",UKBMS
"2,620",Auchtermuchty Common,NO240131,"324,000","713,100","2,000",Scotland,10,6,"2,003","2,015",UKBMS
"2,621",Gailes Marsh,NS32703570,"232,700","635,700","2,001",Scotland,10,1,"2,003","2,003",UKBMS
"2,622",Harestanes,NT64102440,"364,100","624,400","1,860",Scotland,8,5,"2,003","2,007",UKBMS
"2,623",Rockcliffe,NX84305420,"284,300","554,200","2,883",Scotland,10,6,"2,003","2,015",UKBMS
"2,625",Beinn Leamhaid,NM96506150,"196,500","761,500",,Scotland,15,1,"2,003","2,003",UKBMS
"2,626",Doire Donn,NN05507050,"205,500","770,500",,Scotland,15,1,"2,003","2,003",UKBMS
"2,627",Mugdock CP (Mugdock 1 Craigend Field & Peitches Mr,NS54907770,"254,900","677,700",179,Scotland,6,10,"2,001","2,010",UKBMS
"2,628",Commonhead Moss,NS700660,"270,000","666,000","1,700",Scotland,6,13,"1,999","2,015",UKBMS
"2,629",Acharn Hill,NM51806910,"151,800","769,100","1,720",Scotland,15,9,"1,989","2,002",UKBMS
"2,630",RSPB Scotland Baron's Haugh reserve,NS750550,"275,000","655,000","2,350",Scotland,12,12,"2,003","2,015",UKBMS
"2,631",CAERLAVEROCK NATIONAL NATURE RESERVE,NY04406510,"304,400","565,100","1,780",Scotland,5,3,"2,004","2,006",UKBMS
"2,632",Caerlaverock WWT,NY05706630,"305,700","566,300","1,760",Scotland,4,7,"2,004","2,012",UKBMS
"2,634",Cam Chreag,NN37503350,"237,500","733,500","1,200",Scotland,12,3,"2,001","2,003",UKBMS
"2,635","Carr Brae, Dornie",NG91402500,"191,400","825,000",650,Scotland,5,8,"2,004","2,011",UKBMS
"2,636",Clunes,NN78606730,"278,600","767,300","1,375",Scotland,14,5,"2,004","2,008",UKBMS
"2,637",Dunnet butterfly transect,ND22306980,"322,300","969,800","1,250",Scotland,11,25,"1,986","2,015",UKBMS
"2,638",Cream o' Galloway,NX59905180,"259,900","551,800","1,036",Scotland,12,1,"2,004","2,004",UKBMS
"2,639",Dalbeattie Forest - 'Lovers Loup',NX86505690,"286,500","556,900","1,300",Scotland,8,6,"2,004","2,009",UKBMS
"2,640",Eglinton Park,NS330410,"233,000","641,000","1,400",Scotland,10,13,"2,003","2,015",UKBMS
"2,641",Glencoe,NN56701180,"256,700","711,800","3,640",Scotland,9,13,"2,003","2,015",UKBMS
"2,642",Knockman Wood,NX40706850,"240,700","568,500","1,900",Scotland,5,1,"2,004","2,004",UKBMS
"2,643",Knowetop Lochs,NX70507850,"270,500","578,500","1,350",Scotland,5,12,"2,004","2,015",UKBMS
"2,644",Mugdock CP 3 - Castle Park,NS55207690,"255,200","676,900",71,Scotland,3,9,"2,001","2,010",UKBMS
"2,645",Mugdock CP 4 - Khyber Fields,NS54407730,"254,400","677,300",121,Scotland,5,9,"2,001","2,010",UKBMS
"2,646",Mugdock CP 5 - Mugdock Wood,NS54507660,"254,500","676,600",114,Scotland,5,9,"2,001","2,010",UKBMS
"2,647",Sorbie,NX44504540,"244,500","545,400","2,270",Scotland,10,1,"2,004","2,004",UKBMS
"2,648",South Haugh,NS73105540,"273,100","655,400","1,601",Scotland,9,11,"2,005","2,015",UKBMS
"2,649",Langlands Moss,NS63805100,"263,800","651,000","2,140",Scotland,10,8,"2,005","2,012",UKBMS
"2,650",Ardersier,NH77905580,"277,900","855,800","1,975",Scotland,13,7,"2,003","2,014",UKBMS
"2,651",Glen Girnaig,NN940660,"294,000","766,000",,Scotland,5,6,"2,005","2,010",UKBMS
"2,652",Holyrood Park - Hunters Bog,NT27407340,"327,400","673,400","1,860",Scotland,6,11,"2,005","2,015",UKBMS
"2,654",Darnley Mill,NS52505880,"252,500","658,800","2,500",Scotland,10,1,"2,006","2,006",UKBMS
"2,655",Dornoch Beach,NH80408920,"280,400","889,200","2,326",Scotland,8,7,"2,006","2,013",UKBMS
"2,656",Dunsapie Crag,NT28207320,"328,200","673,200","1,330",Scotland,10,14,"2,002","2,015",UKBMS
"2,657",Salisbury Crags,NT26707320,"326,700","673,200","2,570",Scotland,11,14,"2,002","2,015",UKBMS
"2,658",Killean Lismore,NM84904170,"184,900","741,700","1,031",Scotland,10,2,"2,006","2,007",UKBMS
"2,660",Forfar Loch C.P,NO40105040,"340,100","750,400","3,614",Scotland,12,2,"2,005","2,006",UKBMS
"2,661",Bowhill,NT42802770,"342,800","627,700","1,460",Scotland,8,5,"2,007","2,012",UKBMS
"2,662",Isle of Eigg,NM48208460,"148,200","784,600","2,100",Scotland,5,25,"1,988","2,014",UKBMS
"2,663",Nethy Bridge,NJ001205,"300,100","820,500","2,675",Scotland,8,1,"2,008","2,008",UKBMS
"2,664",Ben Lomond - Ptarmigan path,NN36200010,"236,200","700,100","1,911",Scotland,8,1,"2,007","2,007",UKBMS
"2,665",Sanford Moor,NS72304340,"272,300","643,400","1,535",Scotland,9,9,"2,007","2,015",UKBMS
"2,666",Balblair Wood,NH590940,"259,000","894,000","1,775",Scotland,15,9,"2,007","2,015",UKBMS
"2,668",Polymaily,NH48503050,"248,500","830,500","1,350",Scotland,11,9,"2,007","2,015",UKBMS
"2,669",Aberlady Bay,NT465815,"346,500","681,500","3,924",Scotland,12,9,"2,007","2,015",UKBMS
"2,670",John Muir Country Park,NT650761,"365,000","676,100","2,937",Scotland,5,6,"2,009","2,015",UKBMS
"2,671",Yellowcraig,NT516854,"351,600","685,400","1,050",Scotland,8,7,"2,009","2,015",UKBMS
"2,672",Levenhall,NT358735,"335,800","673,500","3,240",Scotland,9,3,"2,013","2,015",UKBMS
"2,673",Gullane East,NT481834,"348,100","683,400","1,887",Scotland,12,6,"2,009","2,015",UKBMS
"2,674",Alva Glen,NS885978,"288,500","697,800","2,260",Scotland,9,2,"2,008","2,009",UKBMS
"2,675",SWT Gailes Marsh,NS324358,"232,400","635,800","2,000",Scotland,6,3,"2,009","2,011",UKBMS
"2,676",Clune,NT170954,"317,000","695,400","2,540",Scotland,10,5,"2,007","2,015",UKBMS
"2,677",Craigmillar Castle Park,NT28607120,"328,600","671,200","2,130",Scotland,8,7,"2,008","2,015",UKBMS
"2,678",Meadows Yard LNR,NT29307530,"329,300","675,300",550,Scotland,6,7,"2,008","2,015",UKBMS
"2,679","Cocksburn Reservoir, Bridge of Allan",NS805985,"280,500","698,500","1,500",Scotland,10,6,"2,009","2,015",UKBMS
"2,680",Blackness Transect,NT055797,"305,500","679,700","1,650",Scotland,8,6,"2,007","2,012",UKBMS
"2,681",Linlithgow Loch Transect 1 - Fiddlers Croft,NT008776,"300,800","677,600",960,Scotland,7,7,"2,006","2,012",UKBMS
"2,682",Linlithgow Loch Transect 2 - North Side,NT002777,"300,200","677,700","1,590",Scotland,7,7,"2,006","2,012",UKBMS
"2,683",Loch Gruinart - Creag Mhor North,NR272697,"127,200","669,700",,Scotland,14,8,"2,006","2,015",UKBMS
"2,684",David Marshall Lodge Transect,NN520014,"252,000","701,400","2,585",Scotland,9,5,"2,009","2,013",UKBMS
"2,685",Cullaloe Local Nature Reserve,NT187875,"318,700","687,500","1,300",Scotland,7,5,"2,009","2,014",UKBMS
"2,686",Glen Fender,NN895678,"289,500","767,800","1,085",Scotland,7,6,"2,009","2,015",UKBMS
"2,687",Archerfield & Renaissance,NT502851,"350,200","685,100","2,940",Scotland,13,1,"2,009","2,009",UKBMS
"2,688",Cammo Estate,NT175747,"317,500","674,700","2,175",Scotland,9,6,"2,009","2,015",UKBMS
"2,689",Gullane West,NT468830,"346,800","683,000","1,877",Scotland,11,5,"2,009","2,014",UKBMS
"2,690",Barns Ness,NT718771,"371,800","677,100","2,283",Scotland,6,7,"2,009","2,015",UKBMS
"2,691",Hailes ROW,NT592774,"359,200","677,400","2,568",Scotland,10,7,"2,009","2,015",UKBMS
"2,692",South Glendale,NF791145,"79,100","814,500","3,710",Scotland,6,3,"2,009","2,011",UKBMS
"2,693",Loch Leven - Burleigh (1-4),NO131036,"313,100","703,600",,Scotland,4,2,"2,008","2,009",UKBMS
"2,694",Loch Leven - Findatie (5-7),NT174992,"317,400","699,200",,Scotland,3,2,"2,008","2,009",UKBMS
"2,695",Loch Leven - Railway (8-10),NO122010,"312,200","701,000",,Scotland,3,2,"2,008","2,009",UKBMS
"2,696",Loch Leven - Vane (11-14),NT155993,"315,500","699,300",,Scotland,4,1,"2,009","2,009",UKBMS
"2,697",Jupiter Urban Wildlife Centre,NS918810,"291,800","681,000","1,173",Scotland,11,6,"2,010","2,015",UKBMS
"2,698",Alva Glen revised,NS885978,"288,500","697,800","1,370",Scotland,6,5,"2,010","2,015",UKBMS
"2,699",Glasgow Museums Resource Centre,NS517600,"251,700","660,000",725,Scotland,7,7,"2,009","2,015",UKBMS
"2,700",Crewe Business Park,SJ72405500,"372,400","355,000","2,014",England,15,6,"1,996","2,001",UKBMS
"2,701",Hall Dale,SK13405350,"413,400","353,500","2,275",England,8,13,"1,993","2,007",UKBMS
"2,702",Bradburys (Huberts) Bank,SK15105610,"415,100","356,100","2,000",England,9,12,"1,994","2,007",UKBMS
"2,705",Dane-in-Shaw Pasture,SJ87806260,"387,800","362,600","1,864",England,13,16,"2,000","2,015",UKBMS
"2,707",Crewe Business Park New Route,SJ72405500,"372,400","355,000","1,879",England,15,2,"2,002","2,003",UKBMS
"2,708",Swettenham Meadows,SJ80406750,"380,400","367,500","1,670",England,7,10,"2,005","2,015",UKBMS
"2,709",Woolston Eyes,SJ65208810,"365,200","388,100","1,920",England,11,9,"2,006","2,015",UKBMS
"2,710",Inner Marsh Farm,SJ30507380,"330,500","373,800",919,England,5,5,"2,006","2,011",UKBMS
"2,711",Far Hill Hollow. Wetton Hills,SK09803550,"409,800","335,500","2,071",England,10,7,"2,005","2,011",UKBMS
"2,712",Reddish Vale,SJ90509330,"390,500","393,300","1,460",England,9,6,"2,007","2,012",UKBMS
"2,713",Brereton Heath Country Park,SJ797651,"379,700","365,100","2,420",England,12,6,"2,010","2,015",UKBMS
"2,714",Parkgate Old Quay,SJ286767,"328,600","376,700","3,960",England,6,4,"2,010","2,014",UKBMS
"2,715",Parkgate School,SJ282792,"328,200","379,200","2,600",England,2,1,"2,010","2,010",UKBMS
"2,716",Marbury,SJ651777,"365,100","377,700","2,120",England,13,5,"2,011","2,015",UKBMS
"2,717",Parkgate School (2011),SJ282792,"328,200","379,200","2,680",England,3,3,"2,011","2,014",UKBMS
"2,718",Teggs Nose,SJ947723,"394,700","372,300","2,350",England,6,3,"2,013","2,015",UKBMS
"2,719",Danes Moss to Sutton Reservoir,SJ910706,"391,000","370,600","2,500",England,7,1,"2,015","2,015",UKBMS
"2,720",Tytherington - Marlborough Drive Woods,SJ918756,"391,800","375,600",900,England,5,1,"2,015","2,015",UKBMS
"2,800",Breadsall Cutting,SK38503970,"438,500","339,700","2,000",England,1,34,"1,982","2,015",UKBMS
"2,801",Friargate Station,SK34503630,"434,500","336,300","2,000",England,1,31,"1,981","2,011",UKBMS
"2,802",West Hallam Ash Tip,SK44204250,"444,200","342,500","1,500",England,1,29,"1,987","2,015",UKBMS
"2,805",Carsington Water,SK24805280,"424,800","352,800","1,600",England,10,22,"1,994","2,015",UKBMS
"2,806",Aston Brickyard Plantation,SK41403050,"441,400","330,500","1,000",England,1,16,"2,000","2,015",UKBMS
"2,811",Gunthorpe Gravel Pits,SK67204440,"467,200","344,400","2,600",England,12,1,"2,000","2,000",UKBMS
"2,817",Derbyshire Dales Section 12,SK16106610,"416,100","366,100",500,England,1,15,"2,001","2,015",UKBMS
