Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type,PRIVATE
3543,Milford Railway Cutting (new),H860430,95919,502647,200,Northern Ireland,4,2,2008,2009,UKBMS,N
3544,Portstewart Strand,C795362,97409,596121,2500,Northern Ireland,12,7,2009,2016,UKBMS,N
3545,Portinode Kesh,H146645,26542,530176,1800,Northern Ireland,7,1,2009,2009,UKBMS,N
3546,Oxford Island (new),J055610,116891,518931,,Northern Ireland,14,8,2009,2016,UKBMS,N
3548,Whitepark Bay,D014437,119885,601715,2667,Northern Ireland,14,4,2010,2016,UKBMS,N
3549,Sir Thomas and Lady Dixon Park,J307677,142579,523461,2094,Northern Ireland,5,2,2010,2011,UKBMS,N
3550,McIlroy Park,J292669,141016,522791,2063,Northern Ireland,5,2,2010,2011,UKBMS,N
3551,Shaw's Bridge (Lagan Valley Regional Park),J330692,144999,524759,2149,Northern Ireland,5,4,2010,2016,UKBMS,N
3552,Woodland Trust (Lagan Valley Regional Park),J341696,146129,525064,1901,Northern Ireland,5,2,2010,2011,UKBMS,N
3553,Garry Bog NR,C935302,110850,588937,1520,Northern Ireland,5,6,2011,2016,UKBMS,N
3554,Magilligan Point NR,C661389,84282,599966,1450,Northern Ireland,7,6,2011,2016,UKBMS,N
3555,Breen Oakwood,D121336,129681,590728,2390,Northern Ireland,8,11,2006,2016,UKBMS,N
3556,Killykeeghan & Crossmurrin Nature Reserve,H112348,20617,500834,2890,Northern Ireland,8,6,2011,2016,UKBMS,N
3557,Giant's Causeway,C946443,113157,602896,1650,Northern Ireland,12,6,2011,2016,UKBMS,N
3558,Cave Hill,J322788,145020,534394,,Northern Ireland,,4,2013,2016,UKBMS,N
3559,Murlough (single-species),J401341,149087,489177,4414,Northern Ireland,3,3,2014,2016,UKBMS,N
3560,Portmore Lough,J105689,122549,526379,1200,Northern Ireland,8,1,2016,2016,,N
3561,Portmore Lough (Brannigans),J102678,122156,525308,917,Northern Ireland,7,1,2016,2016,,N
3601,Severn Valley Country Park,SO75308400,375300,284000,4000,England,8,1,2005,2005,UKBMS,N
3602,Ravensgate Hill,SO980186,398000,218600,585,England,4,12,2005,2016,UKBMS,N
3603,West Malvern,SO76704570,376700,245700,2860,England,13,11,2006,2016,UKBMS,N
3604,"Coombe Hill, Wotton-u-Edge, code 3604",ST76409410,376400,194100,2020,England,11,11,2006,2016,UKBMS,N
3605,Titterells,SO47708600,347700,286000,1960,England,8,4,2006,2009,UKBMS,N
3606,Old Hills Revised,SO82604880,382600,248800,1960,England,10,7,2006,2016,UKBMS,N
3607,Gorsty Knoll,SO58800890,358800,208900,2100,England,15,10,2007,2016,UKBMS,N
3608,Lord's Wood,SO55201510,355200,215100,2750,England,10,6,2006,2011,UKBMS,N
3609,Masts Reserve,SO99302460,399300,224600,1480,England,12,10,2007,2016,UKBMS,N
3610,Haugh Woods North 2007,SO590370,359000,237000,3036,England,14,10,2007,2016,UKBMS,N
3611,Eastnor,SO75603810,375600,238100,2247,England,12,4,2008,2012,UKBMS,N
3612,Merbach Common,SO306447,330600,244700,2847,England,12,9,2008,2016,UKBMS,N
3613,Bury Ditches,SO334839,333400,283900,3180,England,8,9,2007,2016,UKBMS,N
3614,Purslow Wood,SO368788,336800,278800,2550,England,5,6,2008,2013,UKBMS,N
3615,Northhill Malvern,SO769474,376900,247400,2076,England,5,2,2007,2008,UKBMS,N
3616,Radnor Wood,SO320812,332000,281200,2320,England,5,5,2007,2012,UKBMS,N
3617,Garway Hill Common,SO437251,343700,225100,5718,England,12,3,2007,2009,UKBMS,N
3618,Hammerwich Hall Farm - an eco-farm,SK074070,407400,307000,2000,England,6,3,2009,2011,UKBMS,N
3619,Prees Heath Common Reserve,SJ560370,356000,337000,3631,England,12,8,2009,2016,UKBMS,N
3620,Trench Wood2,SO926587,392600,258700,2318,England,7,7,2009,2015,UKBMS,N
3621,Tiddesley Wood,SO927453,392700,245300,1958,England,6,8,2009,2016,UKBMS,N
3622,Wrens Nest National Nature Reserve,SO937914,393700,291400,1830,England,11,13,2004,2016,UKBMS,N
3623,Melrose Farm Meadows,SO816410,381600,241000,697,England,4,8,2009,2016,UKBMS,N
3625,Lower Woods South,ST742872,374200,187200,,England,10,2,2015,2016,UKBMS,N
3627,Strawberry Banks,SO910033,391000,203300,1157,England,10,3,2014,2016,UKBMS,N
3628,"Clemcroft, Nr Hazler Hill",SO463924,346300,292400,600,England,7,12,2005,2016,UKBMS,N
3629,Kilkenny,SP004186,400400,218600,,England,9,5,2010,2015,UKBMS,N
3630,Birches Farm & Cother Wood,SO760465,376000,246500,2970,England,15,1,2010,2010,UKBMS,N
3631,Feckenham Wylde Moor,SP011606,401100,260600,2204,England,6,7,2010,2016,UKBMS,N
3632,Hill Court Farm,SO825345,382500,234500,3300,England,9,7,2010,2016,UKBMS,N
3633,North Hill Malvern (2010),SO770470,377000,247000,2621,England,7,7,2010,2016,UKBMS,N
3634,Hurst Coppice,SO792785,379200,278500,1840,England,6,6,2010,2016,UKBMS,N
3635,Nagshead extension - meadows,SO607086,360700,208600,510,England,4,1,2011,2011,UKBMS,N
3636,Wilden Marsh,SO818727,381800,272700,1640,England,15,6,2011,2016,UKBMS,N
3637,Newtown Green and Meadow,SO973546,397300,254600,1309,England,9,4,2011,2014,UKBMS,N
3638,Lynton Moss,SJ789243,378900,324300,2187,England,8,1,2011,2011,UKBMS,N
3639,Highgate Common,SO836895,383600,289500,3841,England,15,2,2011,2013,UKBMS,N
3640,Avon Meadows Community Wetland,SO950465,395000,246500,1380,England,7,6,2011,2016,UKBMS,N
3641,Hartlebury Common and Charlton,SO824707,382400,270700,3098,England,15,5,2011,2016,UKBMS,N
3642,Harper Adams,SJ712204,371200,320400,2661,England,12,1,2011,2011,UKBMS,N
3643,Bathpool Park,SJ836527,383600,352700,3161,England,14,6,2011,2016,UKBMS,N
3644,Rowley Hills. Land to south of Bury Hill Park,SO975896,397500,289600,2250,England,15,6,2011,2016,UKBMS,N
3645,Pound Green Common,SO752787,375200,278700,900,England,11,6,2011,2016,UKBMS,N
3646,Queenswood Country Park,SO505515,350500,251500,3347,England,14,5,2012,2016,UKBMS,N
3647,Lower Kites Wood,SO978564,397800,256400,1293,England,9,4,2013,2016,UKBMS,N
3648,Hollybed Farm,SO778382,377800,238200,,England,,4,2013,2016,UKBMS,N
3649,The Leasowes,SO976838,397600,283800,,England,,3,2013,2015,UKBMS,N
3650,Coombeswood Wedge,SO975848,397500,284800,,England,,4,2013,2016,UKBMS,N
3651,Woodgate Valley,SP008833,400800,283300,3000,England,10,4,2013,2016,UKBMS,N
3652,Besford Court,SO914452,391400,245200,2000,England,12,3,2014,2016,UKBMS,N
3653,Stiperstones,SJ367002,336700,300200,3500,England,7,1,2016,2016,,N
3655,Downton Gorge,SO443742,344300,274200,1197,England,4,1,2016,2016,,N
3656,Mottey Meadows NNR,SJ840134,384000,313400,1595,England,6,2,2014,2015,UKBMS,N
3657,Highgate Common (2014 route),SO840900,384000,290000,2800,England,8,3,2014,2016,UKBMS,N
3658,"Cherry Orchard, Worcester",SO851529,385100,252900,400,England,1,3,2014,2016,UKBMS,N
3659,North Hill Balcony Malvern,SO768470,376800,247000,133,England,2,3,2014,2016,UKBMS,N
3660,Loynton Moss,SJ788246,378800,324600,1612,England,8,1,2014,2014,UKBMS,N
3661,Aqualate Mere,SJ782204,378200,320400,1106,England,5,2,2014,2015,UKBMS,N
3662,Gawcombe North,SP207210,420700,221000,4525,England,12,2,2014,2015,UKBMS,N
3663,Gawcombe South,SP230214,423000,221400,4782,England,12,2,2014,2015,UKBMS,N
3664,Rough Bank,SO907087,390700,208700,2528,England,10,3,2014,2016,UKBMS,N
3665,Linear Park Cinderford,SO649134,364900,213400,3750,England,9,2,2015,2016,UKBMS,N
3666,Blackhouse Wood,SO733521,373300,252100,3000,England,5,2,2015,2016,UKBMS,N
3668,Stoulton M & J Wood,SO912493,391200,249300,1057,England,8,2,2015,2016,UKBMS,N
3670,Moseley Green,SO633091,363300,209100,3270,England,9,2,2015,2016,UKBMS,N
3671,Loynton Moss (2015 route),SJ788242,378800,324200,1490,England,7,1,2015,2015,UKBMS,N
3672,The Bog,SO357978,335700,297800,1000,England,10,2,2015,2016,UKBMS,N
3673,Bellpit Meadows,SK004488,400400,348800,1113,England,10,2,2015,2016,UKBMS,N
3674,Monkwood North,SO803608,380300,260800,2000,England,9,1,2016,2016,,N
3675,Highnam Woods (new),SO778192,377800,219200,2724,England,10,1,2016,2016,,N
3676,Batch Valley 2 National Trust,SO445960,344500,296000,4625,England,9,1,2016,2016,,N
3677,Droitwich Woods,SO882626,388200,262600,1300,England,9,1,2016,2016,,N
3700,Ayres NNR,NX41300330,241300,503300,3930,Isle of Man,10,5,2002,2006,UKBMS,N
3701,Calf of Man,SC15606560,215600,465600,5420,Isle of Man,8,11,1996,2006,UKBMS,N
3800,Sims Wood,SU410015,441000,101500,3280,England,9,22,1995,2016,UKBMS,N
3801,Portsdown (compartments 1-3),SU62800670,462800,106700,1480,England,7,11,2005,2016,UKBMS,N
3802,Lakeside Eastleigh,SU44501750,444500,117500,,England,6,15,2002,2016,UKBMS,N
3803,Testwood Lakes - Lakeside,SU35101510,435100,115100,2795,England,4,13,2004,2016,UKBMS,N
3804,Testwood Lakes - North,SU34301560,434300,115600,1788,England,9,13,2004,2016,UKBMS,N
3805,Magdalen Hill Down North,SU50802920,450800,129200,,England,8,12,2005,2016,UKBMS,N
3806,Waverley (Chilbolton),SU39103920,439100,139200,,England,1,22,1990,2015,UKBMS,N
3807,Wildgrounds Meadow,SU580010,458000,101000,,England,,1,2005,2005,UKBMS,N
3808,Wildgrounds Red Trail,SU580010,458000,101000,,England,,1,2005,2005,UKBMS,N
3809,Park Woood Cowplain,SU68501040,468500,110400,100,England,1,3,2006,2008,UKBMS,N
3810,YOELLS COPSE,SU68501280,468500,112800,1000,England,6,2,2006,2007,UKBMS,N
3814,Pilot Hill,SU39805950,439800,159500,1600,England,10,10,2007,2016,UKBMS,N
3815,Bramshott Common,SU85703350,485700,133500,5000,England,9,10,2007,2016,UKBMS,N
3816,Hazleton Common (new),SU70301200,470300,112000,1000,England,8,11,2006,2016,UKBMS,N
3817,St Catherine's Hill,SU48502750,448500,127500,980,England,12,7,2007,2014,UKBMS,N
3818,Swanmore Village,SU57301650,457300,116500,2125,England,7,12,2005,2016,UKBMS,N
3819,Dibden Bottom (north),SU39400720,439400,107200,,England,4,10,2007,2016,UKBMS,N
3820,Keeping Marsh,SU40100110,440100,101100,2582,England,5,8,2006,2016,UKBMS,N
3822,Great Copse Woods,SU320287,432000,128700,1140,England,9,9,1989,2007,UKBMS,N
3823,Bushfield Camp 2,SU470275,447000,127500,,England,10,2,2006,2007,UKBMS,N
3824,Southampton Old Cemetery,SU41301370,441300,113700,1800,England,8,11,2006,2016,UKBMS,N
3825,The HOLT-Soakfield Row and Broadwalk,SU70901230,470900,112300,1710,England,6,9,2008,2016,UKBMS,N
3826,Danebury Hill Fort Hampshire,SU32503770,432500,137700,2300,England,12,9,2008,2016,UKBMS,N
3827,Hocombe Mead  2,SU4322,443000,122000,,England,7,9,2008,2016,UKBMS,N
3828,"Hillier Gardens, Ampfield",SU383235,438300,123500,,England,10,10,2007,2016,UKBMS,N
3829,Staunton Country Park,SU723093,472300,109300,2900,England,8,3,2008,2010,UKBMS,N
3830,Ashford Hill Woods & Meadows,SU564616,456400,161600,2650,England,6,9,2008,2016,UKBMS,N
3831,Sparsholt (Ower Wood & Grassland),SU419321,441900,132100,,England,7,9,2008,2016,UKBMS,N
3832,Normandy Marshes,SZ332938,433200,93800,3800,England,10,6,2008,2013,UKBMS,N
3833,The Commons Roydon,SU315005,431500,100500,,England,14,12,2005,2016,UKBMS,N
3834,Testwood North Perimeter,SU344157,434400,115700,2550,England,10,8,2009,2016,UKBMS,N
3835,Southwood Meadows,SU855553,485500,155300,1700,England,10,5,2010,2014,UKBMS,N
3836,Spearywell Mottisfont,SU315277,431500,127700,2000,England,9,7,2010,2016,UKBMS,N
3837,"Down Grange Meadow, Kempshott",SU607497,460700,149700,840,England,4,7,2010,2016,UKBMS,N
3838,Jeffereys Copse,SU591493,459100,149300,1460,England,5,1,2010,2010,UKBMS,N
3839,Janesmoor Plain,SU255135,425500,113500,1137,England,9,1,2010,2010,UKBMS,N
3840,Priors Hill Copse,SU468092,446800,109200,908,England,6,6,2011,2016,UKBMS,N
3841,Lepe Country Park,SZ456987,445600,98700,1623,England,8,6,2011,2016,UKBMS,N
3842,Kings Copse,SU426017,442600,101700,2800,England,7,6,2011,2016,UKBMS,N
3843,Great Copse,SU320282,432000,128200,1554,England,9,4,2011,2016,UKBMS,N
3844,Shipton Bellinger (West),SU223454,422300,145400,,England,10,5,2012,2016,UKBMS,N
3845,Sunderton & South Lane Meadows (Clanfield),SU698163,469800,116300,1336,England,6,1,2012,2012,UKBMS,N
3846,BEAULIEU HEATH NORTH,SU350018,435000,101800,1400,England,7,5,2012,2016,UKBMS,N
3847,Hawkhill,SU351019,435100,101900,3080,England,7,5,2012,2016,UKBMS,N
3848,Pondhead,SU307073,430700,107300,1738,England,6,5,2012,2016,UKBMS,N
3849,Standing Hat,SU315036,431500,103600,3119,England,6,5,2012,2016,UKBMS,N
3850,Warren Farm,SZ419972,441900,97200,2440,England,6,5,2012,2016,UKBMS,N
3851,Browndown N2 12 section,SZ582996,458200,99600,2560,England,12,4,2013,2016,UKBMS,N
3852,Barton Common,SZ247932,424700,93200,2015,England,9,4,2013,2016,UKBMS,N
3854,Godshill,SU177161,417700,116100,3400,England,7,4,2013,2016,UKBMS,N
3855,Perrywood Ivy,SU320034,432000,103400,3200,England,10,4,2013,2016,UKBMS,N
3856,Magdalen Hill Down (Old Allotments),SU497293,449700,129300,1086,England,7,4,2013,2016,UKBMS,N
3857,Trinley Estate,SU392495,439200,149500,,England,,2,2013,2014,UKBMS,N
3858,Anton Lakes Local Nature Reserve,SU360469,436000,146900,,England,,4,2013,2016,UKBMS,N
3859,Portchester Common,SU621067,462100,106700,,England,,4,2013,2016,UKBMS,N
3860,Hazeley Heath,SU756578,475600,157800,1400,England,14,1,2013,2013,UKBMS,N
3861,"Old Down, Basingstoke",SU597488,459700,148800,,England,,4,2013,2016,UKBMS,N
3862,Ladies Walk Down,SU371447,437100,144700,,England,,4,2013,2016,UKBMS,N
3863,Rooksbury Mill Local Nature Reserve,SU355445,435500,144500,,England,,4,2013,2016,UKBMS,N
3864,Coulters Dean,SU747191,474700,119100,,England,,4,2013,2016,UKBMS,N
3865,Tadburn Meadows Local Nature Reserve,SU369215,436900,121500,,England,,4,2013,2016,UKBMS,N
3866,Zionshill Copse Local Nature Reserve,SU419204,441900,120400,,England,,4,2013,2016,UKBMS,N
3867,Spearywell North,SU313281,431300,128100,,England,,3,2013,2016,UKBMS,N
3868,LANGLEY WOOD (MARCHWOOD),SU358103,435800,110300,4150,England,10,1,2013,2013,UKBMS,N
3869,STAPLEWOOD FARM,SU370091,437000,109100,4150,England,10,1,2013,2013,UKBMS,N
3870,Normandy Marsh,SZ331944,433100,94400,2700,England,6,3,2014,2016,UKBMS,N
3871,Foxbury,SU296167,429600,116700,2660,England,10,3,2014,2016,UKBMS,N
3872,Hale Purlieu,SU200186,420000,118600,1500,England,8,3,2014,2016,UKBMS,N
3873,Speltham Down,SU647149,464700,114900,1000,England,7,3,2014,2016,UKBMS,N
3876,Broadley Inclosure,SZ252993,425200,99300,2520,England,8,3,2014,2016,UKBMS,N
3877,Hook Heath,SU645079,464500,107900,2000,England,11,3,2014,2016,UKBMS,N
3878,Wendleholme (new),SU491075,449100,107500,1200,England,5,3,2014,2016,UKBMS,N
3879,Rockford Common,SU173089,417300,108900,2540,England,6,3,2014,2016,UKBMS,N
3880,Ibsley Common,SU173089,417300,108900,1980,England,4,3,2014,2016,UKBMS,N
3881,Broxhead Common,SU803373,480300,137300,2000,England,4,3,2014,2016,UKBMS,N
3882,Fields Heath,SU456018,445600,101800,610,England,4,1,2014,2014,UKBMS,N
3883,RSPB Hazeley Heath North,SU748586,474800,158600,2553,England,14,2,2015,2016,UKBMS,N
3884,RSPB Hazeley Heath South,SU757579,475700,157900,2000,England,9,2,2015,2016,UKBMS,N
3885,Breamore,SU144200,414400,120000,3200,England,9,2,2015,2016,UKBMS,N
3886,Portsdown SSSI East 7 - 10,SU657063,465700,106300,2037,England,9,2,2015,2016,UKBMS,N
3887,Holmsley,SU225004,422500,100400,2850,England,10,2,2015,2016,UKBMS,N
3888,Ridge Copse,SU347181,434700,118100,3000,England,9,2,2015,2016,UKBMS,N
3889,Hasley,SU195119,419500,111900,2850,England,6,2,2015,2016,UKBMS,N
3890,Hollybank Woods Transect 1,SU745081,474500,108100,1000,England,6,2,2015,2016,UKBMS,N
3891,Mottisfont Park and Gardens,SU326270,432600,127000,2508,England,6,2,2015,2016,UKBMS,N
3892,Pondhead Wood,SU308070,430800,107000,2539,England,10,2,2015,2016,UKBMS,N
3893,Tidpit Common,SU067180,406700,118000,2700,England,9,2,2015,2016,UKBMS,N
3894,Morn Hill (Mound Meadow),SU518292,451800,129200,403,England,5,2,2015,2016,UKBMS,N
3895,Manor Farm & Country Park,SU490112,449000,111200,1000,England,1,1,2015,2015,UKBMS,N
3896,Fields Heath,SU451023,445100,102300,3200,England,10,2,2015,2016,UKBMS,N
3897,Mockbeggar,SU158088,415800,108800,2997,England,10,1,2016,2016,,N
3898,Magdalen Hill Down (Tree & Shrub East),SU510293,451000,129300,767,England,5,1,2016,2016,,N
3899,Pitt Down,SU417293,441700,129300,1282,England,8,1,2016,2016,,N
3900,Bubbenhall Meadow,SP373717,437300,271700,1214,England,5,9,2008,2016,UKBMS,N
3901,Bubbenhall Wood,SP369717,436900,271700,1112,England,5,9,2008,2016,UKBMS,N
3902,HARBURY SPOILBANK NORTH,SP385602,438500,260200,780,England,3,9,2008,2016,UKBMS,N
3903,Ryton Meadows Bund (Species),SP377728,437700,272800,504,England,1,9,2008,2016,UKBMS,N
3904,STOCKTON,SP440650,444000,265000,1420,England,4,9,2008,2016,UKBMS,N
3905,Ufton Fields,SP381615,438100,261500,1150,England,4,2,2008,2009,UKBMS,N
3906,Wappenbury Wood,SP379710,437900,271000,923,England,5,9,2008,2016,UKBMS,N
3907,Weston and Waverley Woods,SP355707,435500,270700,1250,England,5,3,2008,2010,UKBMS,N
3908,RSPB Middleton Lakes 1 (old),SP195984,419500,298400,1303,England,4,3,2009,2011,UKBMS,N
3909,RSPB Middleton Lakes 2 (old),SP202989,420200,298900,1179,England,3,3,2009,2011,UKBMS,N
3910,Hartshill Hayes,SP321939,432100,293900,3728,England,8,2,2009,2010,UKBMS,N
3911,Deans Green,SP132682,413200,268200,600,England,3,7,2010,2016,UKBMS,N
3912,Welches Meadow,SP326658,432600,265800,1230,England,8,7,2010,2016,UKBMS,N
3913,Draycote Water,SP466693,446600,269300,1232,England,4,6,2011,2016,UKBMS,N
3914,Ufton Fields NR (2011 route),SP378615,437800,261500,2169,England,7,6,2011,2016,UKBMS,N
3915,Ryton Pools Country Park,SP374725,437400,272500,962,England,6,6,2011,2016,UKBMS,N
3916,South Cubbington,SP349689,434900,268900,1566,England,8,1,2012,2012,UKBMS,N
3917,Lighthorne Quarry,SP345565,434500,256500,350,England,6,3,2011,2013,UKBMS,N
3918,Brandon Marsh,SP385755,438500,275500,1848,England,8,5,2012,2016,UKBMS,N
3919,Brandon Wood,SP394766,439400,276600,2900,England,10,5,2012,2016,UKBMS,N
3920,Coombe Abbey Country Park Meadows,SP401796,440100,279600,1300,England,4,5,2012,2016,UKBMS,N
3921,Coombe Abbey Country Park Poolside,SP392789,439200,278900,2340,England,4,5,2012,2016,UKBMS,N
3922,Coombe Abbey Country Park Woodland,SP395799,439500,279900,2055,England,7,5,2012,2016,UKBMS,N
3923,Drayote Water Treatment,SP453703,445300,270300,1030,England,6,5,2012,2016,UKBMS,N
3924,Hampton Wood,SP254600,425400,260000,2181,England,9,6,2011,2016,UKBMS,N
3925,Long Itchington (SUSTRANS),SP408656,440800,265600,231,England,4,5,2012,2016,UKBMS,N
3926,New Hall Valley Country Park,SP134946,413400,294600,3300,England,10,2,2012,2013,UKBMS,N
3927,Southam Old Quarry,SP420642,442000,264200,1350,England,9,5,2012,2016,UKBMS,N
3928,Sutton Park Banners Gate,SP092956,409200,295600,50,England,1,1,2012,2012,UKBMS,N
3929,Sutton Park Blackroot,SP103975,410300,297500,470,England,2,2,2012,2013,UKBMS,N
3930,Sutton Park Bracebridge,SP103976,410300,297600,410,England,2,2,2012,2013,UKBMS,N
3931,Sutton Park Gun Targets,SP088966,408800,296600,100,England,1,2,2012,2013,UKBMS,N
3932,Sutton Park Little Bracebridge,SP095984,409500,298400,75,England,1,2,2012,2013,UKBMS,N
3933,Sutton Park Lower Longmoor,SP094961,409400,296100,100,England,1,2,2012,2013,UKBMS,N
3934,Sutton Park Lower Nut Hurst,SP103967,410300,296700,120,England,1,2,2012,2013,UKBMS,N
3935,Sutton Park Streetly Heath,SP090982,409000,298200,50,England,1,1,2012,2012,UKBMS,N
3936,RSPB Middleton Lakes 1,SP193982,419300,298200,2432,England,8,5,2012,2016,UKBMS,N
3937,RSPB Middleton Lakes 2,SP202989,420200,298900,2410,England,5,5,2012,2016,UKBMS,N
3938,Weston and Waverley Woods (2013 route),SP353700,435300,270000,,England,,4,2013,2016,UKBMS,N
3939,Fenny Compton Tunnels,SP438522,443800,252200,1663,England,9,4,2013,2016,UKBMS,N
3940,Swift Valley Country Park,SP505775,450500,277500,2730,England,9,4,2013,2016,UKBMS,N
3941,Tasker's Meadow,SP438651,443800,265100,710,England,5,3,2014,2016,UKBMS,N
3942,Binswood Allotments,SP307668,430700,266800,966,England,8,3,2014,2016,UKBMS,N
3943,Old Nun Wood,SP382709,438200,270900,480,England,4,2,2015,2016,UKBMS,N
3944,Ashlawn Cutting,SP516731,451600,273100,3634,England,9,1,2016,2016,,N
3945,Bordon Hill Nursery,SP178538,417800,253800,1645,England,9,1,2016,2016,,N
3946,Stockton Locks,SP433648,443300,264800,1070,England,7,1,2016,2016,,N
3947,Nelson's Quarry,SP443642,444300,264200,1580,England,9,1,2016,2016,,N
3948,Charlecote Place's & Hill Park,SP260566,426000,256600,1970,England,5,1,2016,2016,,N
3949,Southam Bypass North,SP421626,442100,262600,815,England,4,1,2016,2016,,N
3950,Charlecote Gardens,SP259563,425900,256300,1100,England,7,1,2016,2016,,N
3951,Newton Cutting,SP531787,453100,278700,965,England,11,1,2016,2016,,N
3952,Blue Lias Meadows,SP426647,442600,264700,780,England,9,1,2016,2016,,N
3953,Charlecote West Park,SP259562,425900,256200,2217,England,7,1,2016,2016,,N
3954,Ryton Paget's Pool,SP374721,437400,272100,220,England,2,1,2016,2016,,N
3955,Nelson's Wharf,SP441648,444100,264800,1060,England,9,1,2016,2016,,N
3956,Haseley Gathering Grounds,SP235684,423500,268400,2015,England,7,1,2016,2016,,N
3957,Haseley Mill,SP235684,423500,268400,822,England,8,1,2016,2016,,N
3958,Fenny Compton Tunnels Copse,SP434524,443400,252400,519,England,4,1,2016,2016,,N
3959,Little Haven,SP121529,412100,252900,1136,England,11,1,2016,2016,,N
3960,Weston & Waverley (Purple Emperor),SP354702,435400,270200,200,England,1,1,2016,2016,,N
4000,BRONZEFIELD,TQ055715,505500,171500,2020,England,8,3,2008,2010,UKBMS,N
4001,Great Ashby Park,TL267269,526700,226900,,England,9,2,2008,2009,UKBMS,N
4002,Waterford Heath South,TL317149,531700,214900,,England,7,9,2008,2016,UKBMS,N
4003,Wingrave Road to Marshcroft Lane,SP926127,492600,212700,10250,England,5,4,2009,2012,UKBMS,N
4004,Butterfly World,TL127043,512700,204300,3150,England,8,7,2009,2016,UKBMS,N
4005,Hounslow Heath,TQ121749,512100,174900,,England,10,4,2010,2013,UKBMS,N
4006,Templewood - Muddy Bottom to Pentley Park Entrance,TL235142,523500,214200,300,England,6,7,2010,2016,UKBMS,N
4007,Sherrards Park Wood - Red Lion to Reddings,TL224140,522400,214000,800,England,7,7,2010,2016,UKBMS,N
4008,Sherrards Park Wood Reddings - 2010 route,TL230135,523000,213500,,England,4,6,2010,2016,UKBMS,N
4009,Heartwood Forest,TL163109,516300,210900,4150,England,7,7,2010,2016,UKBMS,N
4010,Northaw Great Wood Middleway,TL280040,528000,204000,662,England,4,2,2011,2012,UKBMS,N
4011,Northaw Great Wood Bridleway (single section),TL285043,528500,204300,519,England,1,2,2011,2012,UKBMS,N
4012,Tring Park (9 sections),SP927100,492700,210000,,England,9,4,2011,2015,UKBMS,N
4013,Lake Farm Country Park,TQ090804,509000,180400,,England,8,6,2011,2016,UKBMS,N
4014,Bedfont Lakes (shortened route),TQ080724,508000,172400,,England,14,3,2011,2013,UKBMS,N
4015,Lakeside Nature Reserve,SP922124,492200,212400,,England,1,6,2011,2016,UKBMS,N
4016,Parkland Walk South,TQ288878,528800,187800,1394,England,6,5,2012,2016,UKBMS,N
4017,Dane Farm Field Kimpton,TL153173,515300,217300,,England,15,1,2012,2012,UKBMS,N
4018,Sherrards Park Wood (six ways mid section),TL230134,523000,213400,,England,1,5,2012,2016,UKBMS,N
4019,Harpenden Common,TL137134,513700,213400,,England,10,5,2011,2015,UKBMS,N
4020,Stocker's Lake 2012,TQ045935,504500,193500,3150,England,12,5,2012,2016,UKBMS,N
4021,Roughdown Common (Lower),TL048055,504800,205500,1370,England,10,5,2012,2016,UKBMS,N
4022,Gravel Hill,TL216170,521600,217000,,England,,4,2013,2016,UKBMS,N
4023,St James's Park / Green Park,TQ295798,529500,179800,,England,,4,2013,2016,UKBMS,N
4024,Walpole Park,TQ173802,517300,180200,,England,,4,2013,2016,UKBMS,N
4025,Wormwood Scrubs,TQ224818,522400,181800,,England,,1,2013,2013,UKBMS,N
4026,Denis Bland Nature Reserve,TQ235969,523500,196900,,England,,1,2013,2013,UKBMS,N
4027,Danemead Nature Reserve,TL346079,534600,207900,,England,,4,2013,2016,UKBMS,N
4028,Broxbourne Wood,TL324072,532400,207200,1700,England,8,2,2014,2015,UKBMS,N
4029,Panshanger Park,TL299124,529900,212400,4390,England,10,1,2014,2014,UKBMS,N
4030,Great Ashby Park 2014,TL267267,526700,226700,800,England,7,1,2014,2014,UKBMS,N
4031,Tottenham Wildmarsh West,TQ351905,535100,190500,1750,England,7,2,2014,2015,UKBMS,N
4032,Fir and Pond Woods,TL277006,527700,200600,2500,England,7,1,2014,2014,UKBMS,N
4034,Sherrardspark Wood - Sefton,TL228138,522800,213800,1000,England,3,2,2014,2016,UKBMS,N
4035,Halsey Field,TL042088,504200,208800,1810,England,8,2,2015,2016,UKBMS,N
4036,Batford Springs,TL145150,514500,215000,2000,England,10,1,2015,2015,UKBMS,N
4037,Heartwood Forest - Transect 2,TL171123,517100,212300,3100,England,5,2,2015,2016,UKBMS,N
4038,Panshanger - Arable field west,TL298129,529800,212900,500,England,3,2,2015,2016,UKBMS,N
4039,Panshanger - Lady Hughes Wood,TL300125,530000,212500,500,England,4,2,2015,2016,UKBMS,N
4040,Panshanger - Rifle Butts,TL299122,529900,212200,500,England,4,2,2015,2016,UKBMS,N
4041,Panshanger - Chisel Shelf,TL294121,529400,212100,500,England,3,2,2015,2016,UKBMS,N
4042,London Zoo,TQ281834,528100,183400,1600,England,5,2,2015,2016,UKBMS,N
4043,Pinn Meadow,TQ094880,509400,188000,1300,England,5,1,2015,2015,UKBMS,N
4044,Totteridge Fields,TQ222940,522200,194000,1065,England,6,1,2016,2016,,N
4045,Hedgeswood Common to Hoo Wood,TL031131,503100,213100,2250,England,9,1,2016,2016,,N
4046,Broxbourne west ride,TL325070,532500,207000,800,England,2,1,2016,2016,,N
