Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type,PRIVATE
1999,Bencroft Wood,TL335065,533500,206500,400,England,1,9,2008,2016,UKBMS,N
2000,Ashtead Common A,TQ180594,518000,159400,1500,England,5,17,1992,2008,UKBMS,N
2001,Banstead Downs,TQ25706140,525700,161400,1800,England,7,31,1986,2016,UKBMS,N
2002,Bennetts Holt,TQ27506750,527500,167500,,England,,1,1995,1995,UKBMS,N
2003,"Box Hill, Dukes",TQ18505100,518500,151000,1740,England,7,18,1994,2016,UKBMS,N
2004,"Box Hill, Viewpoint",TQ180510,518000,151000,1720,England,9,23,1994,2016,UKBMS,N
2005,Box Hill South Slope,TQ18305100,518300,151000,,England,,4,1990,1993,UKBMS,N
2006,"Box Hill, Zig Zag",TQ17705200,517700,152000,1985,England,8,26,1990,2016,UKBMS,N
2007,Brentmoor Heath,SU93606120,493600,161200,2229,England,11,22,1990,2016,UKBMS,N
2008,Coulsdon Common,TQ320570,532000,157000,2592,England,15,27,1990,2016,UKBMS,N
2009,Cucknells Wood,TQ03904320,503900,143200,,England,,2,1996,1998,UKBMS,N
2010,Denbies Hillside,TQ150501,515000,150100,991,England,8,29,1988,2016,UKBMS,N
2011,Denbies Landbarn,TQ13504980,513500,149800,1165,England,8,14,1995,2008,UKBMS,N
2012,Earlswood Common,TQ27304860,527300,148600,2630,England,5,8,1996,2003,UKBMS,N
2013,Farthing Downs,TQ300575,530000,157500,2728,England,15,27,1990,2016,UKBMS,N
2014,Hackhurst Down,TQ09404840,509400,148400,661,England,8,28,1988,2016,UKBMS,N
2015,Headley Heath,TQ19505330,519500,153300,1498,England,10,26,1990,2016,UKBMS,N
2016,Headley Warren,TQ190540,519000,154000,1750,England,7,13,1998,2010,UKBMS,N
2017,Hutchinson's Bank,TQ380617,538000,161700,3400,England,6,20,1997,2016,UKBMS,N
2018,Juniper Hill,TQ22205720,522200,157200,1965,England,9,15,1997,2016,UKBMS,N
2019,Kenley Common,TQ330587,533000,158700,4097,England,15,26,1990,2016,UKBMS,N
2020,Mitcham Common A,TQ28506800,528500,168000,3356,England,11,22,1994,2016,UKBMS,N
2021,Mitcham Common B,TQ29606760,529600,167600,4033,England,13,19,1994,2012,UKBMS,N
2022,Mynthurst,TQ22804540,522800,145400,2500,England,9,5,1996,2000,UKBMS,N
2023,Newdigate,TQ19504280,519500,142800,3150,England,6,3,1996,1998,UKBMS,N
2024,Oaken Wood,SU990338,499000,133800,1500,England,10,21,1995,2016,UKBMS,N
2025,"Oxted Downs, Grangers Hill",TQ37505420,537500,154200,1250,England,12,16,1994,2009,UKBMS,N
2026,"Oxted Downs, Whistlers Steep",TQ38505420,538500,154200,1380,England,7,18,1994,2011,UKBMS,N
2027,Park Downs,TQ26505850,526500,158500,3250,England,8,19,1998,2016,UKBMS,N
2028,Riddlesdown,TQ330601,533000,160100,2480,England,15,27,1990,2016,UKBMS,N
2029,Rushett Farm,TQ17206070,517200,160700,,England,,1,1998,1998,UKBMS,N
2030,Sayes Court,TQ050636,505000,163600,890,England,7,6,1990,1995,UKBMS,N
2031,Sheepleas,TQ08805150,508800,151500,3550,England,10,15,1992,2006,UKBMS,N
2032,South Norwood,TQ35206840,535200,168400,3150,England,6,19,1998,2016,UKBMS,N
2033,Wallis Wood,TQ12103880,512100,138800,375,England,11,3,1999,2001,UKBMS,N
2034,White Down,TQ10304870,510300,148700,655,England,8,18,1988,2006,UKBMS,N
2035,Wingate Hill,TQ26605240,526600,152400,2150,England,6,16,1994,2009,UKBMS,N
2037,Nore Hill,TQ37705730,537700,157300,1900,England,10,17,2000,2016,UKBMS,N
2038,Cole Kitchen,TQ08504880,508500,148800,711,England,7,11,1999,2016,UKBMS,N
2039,Chapel Bank,TQ38206150,538200,161500,2383,England,6,9,1997,2016,UKBMS,N
2040,Wandsworth Common Woodland,TQ27207340,527200,173400,,England,12,5,1999,2003,UKBMS,N
2041,London Wetland Centre,TQ22807700,522800,177000,,England,10,21,1996,2016,UKBMS,N
2042,Riddlesdown Quarry,TQ33805940,533800,159400,930,England,6,17,2000,2016,UKBMS,N
2043,Chobham Common,SU97406330,497400,163300,2120,England,10,15,2002,2016,UKBMS,N
2044,Happy Valley,TQ30905670,530900,156700,3248,England,13,17,2000,2016,UKBMS,N
2045,Howell Hill,TQ23906190,523900,161900,1820,England,8,14,2002,2016,UKBMS,N
2046,Lingfield Wildlife Area and Centenary Fields,TQ38704420,538700,144200,,England,8,11,2002,2012,UKBMS,N
2047,Swan Barn Farm,SU91303270,491300,132700,2405,England,15,15,2002,2016,UKBMS,N
2048,Featherbed Lane Roadside verge  The Gallops,TQ37606210,537600,162100,1372,England,1,7,1999,2007,UKBMS,N
2049,Ashtead Common B,TQ17905920,517900,159200,1899,England,8,14,2002,2015,UKBMS,N
2050,Frensham Common (Little Pond),SU85504180,485500,141800,3000,England,6,6,2005,2015,UKBMS,N
2051,Farnham Park,SU84304800,484300,148000,1580,England,6,12,2004,2016,UKBMS,N
2052,Chobhan Common North-east,SU97706550,497700,165500,,England,11,13,2004,2016,UKBMS,N
2053,Denbies Landbarn B,TQ13504990,513500,149900,2000,England,10,15,2002,2016,UKBMS,N
2054,FD New Hill,TQ30505780,530500,157800,3183,England,15,13,2003,2016,UKBMS,N
2055,Richmond Park,TQ190730,519000,173000,2701,England,8,14,2003,2016,UKBMS,N
2056,Pewley Down,TQ00904890,500900,148900,1600,England,11,12,2005,2016,UKBMS,N
2057,Wimbledon Common,TQ220720,522000,172000,1817,England,10,10,2005,2014,UKBMS,N
2058,Witley,SU92804050,492800,140500,2500,England,7,12,2005,2016,UKBMS,N
2059,Prey Heath trial,SU99305540,499300,155400,1920,England,15,9,2006,2014,UKBMS,N
2060,Smarts Heath trial,SU98305550,498300,155500,1920,England,15,9,2006,2014,UKBMS,N
2061,Fairmile Common,TQ12406160,512400,161600,,England,7,11,2006,2016,UKBMS,N
2062,Roundshaw Downs,TQ30906290,530900,162900,1895,England,7,10,2007,2016,UKBMS,N
2063,Devils Punch Bowl,SU891373,489100,137300,2120,England,15,2,2008,2010,UKBMS,N
2064,Frensham Common,SU844403,484400,140300,1900,England,11,4,2008,2011,UKBMS,N
2065,Bealeswood Common,SU823409,482300,140900,1143,England,7,9,2008,2016,UKBMS,N
2066,Quarry Hangers Nature Reserve,TQ319536,531900,153600,2265,England,12,9,2008,2016,UKBMS,N
2067,Epsom Common,TQ189605,518900,160500,2594,England,11,8,2009,2016,UKBMS,N
2068,Nower Wood,TQ195547,519500,154700,,England,10,7,2010,2016,UKBMS,N
2069,Frensham (2009),SU859415,485900,141500,3338,England,15,2,2009,2010,UKBMS,N
2070,Hindhead Common,SU894351,489400,135100,3500,England,12,2,2009,2010,UKBMS,N
2071,Spring Park,TQ379647,537900,164700,500,England,15,16,2000,2016,UKBMS,N
2072,Sydenham Hill Wood LNR,TQ340724,534000,172400,1860,England,11,6,2010,2016,UKBMS,N
2073,Horton Country Park,TQ187620,518700,162000,,England,11,5,2010,2016,UKBMS,N
2074,Betchworth Quarry Nature Reserve,TQ204514,520400,151400,960,England,6,6,2011,2016,UKBMS,N
2075,Holmwood Common,TQ177459,517700,145900,3215,England,12,7,2010,2016,UKBMS,N
2077,Brockham Lime Kilns,TQ197510,519700,151000,,England,,4,2013,2016,UKBMS,N
2078,Hydon Heath,SU979399,497900,139900,2050,England,6,2,2013,2014,UKBMS,N
2079,Thursley Common,SU905400,490500,140000,,England,,4,2013,2016,UKBMS,N
2080,Blatchford Down,TQ103485,510300,148500,,England,,4,2013,2016,UKBMS,N
2081,Lingfield Wildlife Area B,TQ387442,538700,144200,,England,,4,2013,2016,UKBMS,N
2082,"Hogsmill LNR, Ewell",TQ209636,520900,163600,3331,England,10,3,2014,2016,UKBMS,N
2083,"Warren Farm, Ewell",TQ233630,523300,163000,2705,England,8,3,2014,2016,UKBMS,N
2084,"Hill Park, Tatsfield",TQ422560,542200,156000,1500,England,9,1,2014,2014,UKBMS,N
2085,"Norbury Park grassland, Fetcham",TQ153539,515300,153900,1580,England,10,3,2014,2016,UKBMS,N
2086,"Norbury Park woodland, Fetcham",TQ151538,515100,153800,775,England,7,3,2014,2016,UKBMS,N
2087,"Priest Hill, Ewell",TQ230613,523000,161300,2115,England,10,3,2014,2016,UKBMS,N
2088,Morden Hall Park,TQ261688,526100,168800,2040,England,12,2,2014,2015,UKBMS,N
2089,"Dollypers Hill, Coulsdon/Kenley",TQ315584,531500,158400,1000,England,10,3,2014,2016,UKBMS,N
2090,"Tice's Meadow, Badshot Lea",SU869488,486900,148800,1500,England,6,3,2014,2016,UKBMS,N
2091,"Runnymede, Egham",TQ004718,500400,171800,2000,England,8,1,2014,2014,UKBMS,N
2092,Sheepleas (2015 route),TQ087517,508700,151700,3000,England,12,2,2015,2016,UKBMS,N
2093,"Hill Park, Tatsfield (2015 route)",TQ422560,542200,156000,1990,England,10,2,2015,2016,UKBMS,N
2094,"Royal and Bagmoor Commons, Elstead",SU924423,492400,142300,2421,England,7,2,2015,2016,UKBMS,N
2095,Newlands Corner West,TQ039491,503900,149100,2100,England,11,2,2015,2016,UKBMS,N
2096,Newlands Corner East,TQ046490,504600,149000,1750,England,10,2,2015,2016,UKBMS,N
2097,Ashtead Common North,TQ175602,517500,160200,1770,England,8,2,2015,2016,UKBMS,N
2098,Tooting Common,TQ292723,529200,172300,2680,England,12,2,2015,2016,UKBMS,N
2099,"West End Farm, Frensham",SU826424,482600,142400,1820,England,10,2,2015,2016,UKBMS,N
2100,Finham Brook,SP290726,429000,272600,,England,1,3,1997,2000,UKBMS,N
2101,Hampton Wood 1,SP25605990,425600,259900,1695,England,10,9,1991,1999,UKBMS,N
2102,Hampton Wood 2,SP25505980,425500,259800,,England,10,6,1994,1999,UKBMS,N
2104,Ryton Wood East,SP38507260,438500,272600,2100,England,8,22,1995,2016,UKBMS,N
2105,Ryton Wood North,SP38307280,438300,272800,849,England,5,26,1991,2016,UKBMS,N
2106,Ryton Wood West,SP37607220,437600,272200,1598,England,6,19,1998,2016,UKBMS,N
2107,Stockton Cutting,SP43806490,443800,264900,850,England,8,7,1998,2006,UKBMS,N
2108,Weddington Disused Railway,SP36209420,436200,294200,,England,,1,1995,1995,UKBMS,N
2109,Wolfhampcote Cutting,SP52506420,452500,264200,1200,England,1,9,1998,2006,UKBMS,N
2110,Newdigate Pit,SP33808690,433800,286900,,England,1,13,1999,2012,UKBMS,N
2111,Ryton Landfill,SP37807280,437800,272800,,England,2,1,2002,2002,UKBMS,N
2112,Oxhouse Farm,SP30405070,430400,250700,,England,,3,1997,1999,UKBMS,N
2113,Navigation Cutting,SP52306860,452300,268600,1200,England,1,11,1993,2004,UKBMS,N
2114,Malpass Spoilbank,SP48707590,448700,275900,,England,1,10,1998,2007,UKBMS,N
2115,Ryton Wood & Pool PH Walk,SP38107270,438100,272700,1500,England,5,27,1990,2016,UKBMS,N
2116,Sutton Park Trans 1,SP10309770,410300,297700,,England,6,6,1998,2006,UKBMS,N
2117,Sutton Park Trans 2,SP10509750,410500,297500,,England,5,6,1998,2006,UKBMS,N
2118,Whitacre Heath NR,SP20809300,420800,293000,,England,8,10,2003,2012,UKBMS,N
2119,Windmill Blast Bank,SP33509360,433500,293600,,England,10,8,2003,2010,UKBMS,N
2120,Windmill Hill Community Nature Area,SP340935,434000,293500,515,England,7,10,2003,2012,UKBMS,N
2121,Windmill Spoilheap,SP33709390,433700,293900,,England,5,10,2003,2012,UKBMS,N
2122,Horticulture Research Int.,SP26805680,426800,256800,1565,England,6,10,2002,2011,UKBMS,N
2123,Ryton Wood North PH walk,SP38407280,438400,272800,535,England,3,25,1992,2016,UKBMS,N
2124,Ryton Wood Landfill 1,SP37907280,437900,272800,1362,England,2,2,2002,2003,UKBMS,N
2125,Oversley Wood,SP10805650,410800,256500,,England,8,17,2000,2016,UKBMS,N
2126,Parliament Piece,SP290730,429000,273000,,England,1,1,2000,2000,UKBMS,N
2127,Snitterfield Bushes,SP200603,420000,260300,,England,8,18,1999,2016,UKBMS,N
2128,Wappenbury Wood,SP37707090,437700,270900,,England,5,4,1999,2002,UKBMS,N
2129,Wappenbury Wood 1,SP37707090,437700,270900,,England,1,1,2003,2003,UKBMS,N
2130,Wolford Wood,SP23903350,423900,233500,,England,5,2,1999,2000,UKBMS,N
2131,Ryton Meadows,SP37807280,437800,272800,2531,England,6,27,1990,2016,UKBMS,N
2132,Baddesley Spoilheap,SP27309760,427300,297600,972,England,5,11,2006,2016,UKBMS,N
2133,Ryton Meadows (Species),SP380728,438000,272800,335,England,1,12,2005,2016,UKBMS,N
2134,Ryton Wood (Purple Emperor),SP38207260,438200,272600,20,England,4,11,2005,2016,UKBMS,N
2135,Leam Valley Reserve,SP336652,433600,265200,2070,England,8,4,2013,2016,UKBMS,N
2136,Harbury Spoilbank,SP38505980,438500,259800,1300,England,5,11,2006,2016,UKBMS,N
2200,Avon Heath Country Park North,SU12700370,412700,103700,5295,England,13,17,1992,2009,UKBMS,N
2201,Avon Heath Country Park South,SU12500150,412500,101500,2525,England,7,16,1992,2007,UKBMS,N
2202,Badbury Rings (NT),ST96300300,396300,103000,3303,England,14,25,1992,2016,UKBMS,N
2204,Bracketts Coppice (DTNC),ST51600710,351600,107100,2861,England,15,24,1990,2013,UKBMS,N
2205,Cashmoor,ST98601420,398600,114200,2556,England,5,8,1997,2004,UKBMS,N
2206,Cerne Abbas Giant,ST66700170,366700,101700,3715,England,11,23,1994,2016,UKBMS,N
2207,Clubmens Down (NT),ST88401870,388400,118700,2324,England,9,26,1991,2016,UKBMS,N
2208,Corfe Castle Mound,SY95908230,395900,82300,700,England,3,5,2000,2010,UKBMS,N
2209,"Corfe, West Hill",SY95608240,395600,82400,1100,England,5,9,2007,2016,UKBMS,N
2210,Deadmoor Common,ST75101110,375100,111100,2900,England,13,22,1994,2016,UKBMS,N
2211,Duncliffe Wood (WT),ST820223,382000,122300,4000,England,8,31,1986,2016,UKBMS,N
2212,Durlston Country Park East,SZ02907720,402900,77200,3625,England,8,28,1989,2016,UKBMS,N
2213,Durlston Country Park West,SZ02707700,402700,77000,1580,England,8,25,1992,2016,UKBMS,N
2214,Fifehead Magdafen Wood (WT),ST77802170,377800,121700,1964,England,5,31,1986,2016,UKBMS,N
2215,Garston Wood (RSPB),SU00201910,400200,119100,2155,England,9,25,1990,2016,UKBMS,N
2216,Girdler's Coppice (DTNC),ST79601330,379600,113300,,England,,3,1989,1991,UKBMS,N
2217,Hambledon Hill (NT),ST84501230,384500,112300,,England,,7,1986,1992,UKBMS,N
2218,Ham Common,SY97809080,397800,90800,1550,England,,5,1999,2003,UKBMS,N
2219,Hethfelton Wood,SY85708800,385700,88000,3680,England,7,16,2000,2016,UKBMS,N
2220,Higher Hyde Heath (DTNC),SY85509040,385500,90400,2130,England,7,12,1991,2005,UKBMS,N
2221,Hod Hill (NT),ST85501060,385500,110600,2781,England,12,31,1985,2016,UKBMS,N
2222,Hog Cliff,SY63109670,363100,96700,2950,England,,3,1995,1997,UKBMS,N
2223,Holton Lee,SY960917,396000,91700,2390,England,,5,1999,2003,UKBMS,N
2224,Iford Landfill,SZ13809350,413800,93500,2200,England,13,10,1992,2004,UKBMS,N
2225,Jerry's Hole (DTNC),ST87401640,387400,116400,400,England,2,31,1985,2016,UKBMS,N
2226,Kingcombe Pound 'A' (DTNC),SY55409920,355400,99200,1070,England,6,26,1989,2014,UKBMS,N
2227,Kingcombe Redholm 'B' (DTNC),SY55209890,355200,98900,2955,England,14,28,1989,2016,UKBMS,N
2228,Kingcombe Stones 'C' (DTNC),SY54909790,354900,97900,2500,England,12,28,1989,2016,UKBMS,N
2229,Kinson Common,SZ06809640,406800,96400,2270,England,9,16,2000,2016,UKBMS,N
2230,Lorton Meadows,SY67408270,367400,82700,1935,England,9,15,2000,2016,UKBMS,N
2231,Lulworth Lake,SY860835,386000,83500,1800,England,12,18,1999,2016,UKBMS,N
2232,Lydlinch Common (Private),ST73401330,373400,113300,2175,England,13,17,1987,2003,UKBMS,N
2233,Melbury Down & Wood,ST910195,391000,119500,2480,England,9,21,1996,2016,UKBMS,N
2234,Milldown (NDDC),ST88200730,388200,107300,2400,England,6,20,1991,2016,UKBMS,N
2235,Moors Valley,SU10700560,410700,105600,2045,England,8,25,1992,2016,UKBMS,N
2237,Oaker's Wood (Private),SY80909150,380900,91500,1880,England,10,12,1987,2000,UKBMS,N
2238,Pamphill Moors (NT),ST99400020,399400,100200,1578,England,8,24,1993,2016,UKBMS,N
2239,Piddle's Wood (DTNC),ST79601300,379600,113000,3329,England,11,27,1989,2016,UKBMS,N
2240,Portland Broadcroft (DBC),SY69607200,369600,72000,1060,England,7,25,1992,2016,UKBMS,N
2241,Portland Perryfields,SY69507130,369500,71300,400,England,5,16,2000,2016,UKBMS,N
2242,Portland Tout (DCC),SY68507250,368500,72500,1580,England,7,24,1992,2016,UKBMS,N
2243,"Portland, High Angle Battery",SY69507350,369500,73500,1150,England,,1,1995,1995,UKBMS,N
2244,Powerstock Bridleway,SY540973,354000,97300,1800,England,8,22,1991,2016,UKBMS,N
2245,Powerstock North (DTNC),SY54309740,354300,97400,1400,England,7,32,1985,2016,UKBMS,N
2246,Powerstock Poorwood,SY54309740,354300,97400,3100,England,10,24,1991,2016,UKBMS,N
2247,Powerstock Railway,SY540974,354000,97400,1600,England,8,20,1994,2016,UKBMS,N
2248,Sopley Common,SZ12909710,412900,97100,2560,England,10,19,1995,2016,UKBMS,N
2249,Sovell Down (DTNC),ST99201070,399200,110700,945,England,5,32,1985,2016,UKBMS,N
2250,Stour Valley,SZ08409650,408400,96500,3895,England,11,22,1994,2016,UKBMS,N
2251,Stubhampton Bottom (Private),ST900157,390000,115700,2900,England,5,32,1985,2016,UKBMS,N
2252,Studland (NNR),SZ02508500,402500,85000,3659,England,,13,1991,2003,UKBMS,N
2253,"Swanage, Ballard Down",SZ020811,402000,81100,,England,15,10,1990,2000,UKBMS,N
2254,Townsend Quarry (DWT),SZ02507830,402500,78300,1600,England,10,23,1994,2016,UKBMS,N
2255,Upton Heath North,SY98709500,398700,95000,1780,England,8,18,1999,2016,UKBMS,N
2256,Upton Heath South,SY990942,399000,94200,1450,England,7,18,1999,2016,UKBMS,N
2257,West Moors (RAOC),SU090045,409000,104500,3030,England,1,26,1985,2010,UKBMS,N
2259,"Coombe Track, Arne",SY97208730,397200,87300,900,England,,13,1983,1995,UKBMS,N
2260,"Salterns, Arne",SY96208690,396200,86900,700,England,,11,1983,1995,UKBMS,N
2261,Winspit Valley,SY97607700,397600,77000,1970,England,7,14,2001,2016,UKBMS,N
2262,"Court Farm, Sydling St Nicholas",SY630990,363000,99000,,England,,2,1993,1996,UKBMS,N
2263,"Manor Farm, Ebbesbourne Wake",ST99402390,399400,123900,,England,,2,1993,1996,UKBMS,N
2264,Grimstone Down,SY64309500,364300,95000,,England,,2,1993,1996,UKBMS,N
2265,"Zig Zag Hill, Shaftesbury",ST89402040,389400,120400,,England,,2,1993,1996,UKBMS,N
2266,Cashmoor New Route,ST98601410,398600,114100,2470,England,8,18,1999,2016,UKBMS,N
2267,Lankham Bottom,ST610003,361000,100300,2000,England,15,14,2003,2016,UKBMS,N
2268,Wareham Walls,SY920874,392000,87400,1290,England,9,16,1999,2016,UKBMS,N
2270,Southfield Hog Cliff,SY62809690,362800,96900,2700,England,8,14,2003,2016,UKBMS,N
2271,Langton Westwood,SY99107940,399100,79400,1600,England,8,13,2002,2016,UKBMS,N
2272,Mude Valley,SZ18309310,418300,93100,2171,England,9,14,2003,2016,UKBMS,N
2273,Lydlinch Common (New),ST73501350,373500,113500,2590,England,15,20,1996,2016,UKBMS,N
2274,Stonebarrow Hill,SY38509330,338500,93300,2900,England,9,12,2005,2016,UKBMS,N
2278,Alners Gorse,ST73601000,373600,110000,1727,England,9,12,2005,2016,UKBMS,N
2279,Corfe Common,SY95508100,395500,81000,2450,England,5,12,2005,2016,UKBMS,N
2280,Stoborough Heath,SY92308540,392300,85400,1585,England,5,11,2006,2016,UKBMS,N
2281,Thorncombe Wood,SY72709220,372700,92200,2241,England,10,3,2005,2007,UKBMS,N
2282,Redhill Common LNR,SZ08709540,408700,95400,1475,England,7,9,2006,2016,UKBMS,N
2284,Stanpit Marsh LNR,SZ168921,416800,92100,2764,England,8,11,2006,2016,UKBMS,N
2285,Grange Arch,SY91508160,391500,81600,3000,England,3,10,2007,2016,UKBMS,N
2286,Ridgeway Hill,SY92808190,392800,81900,2454,England,4,10,2007,2016,UKBMS,N
2287,Bindon Hill,SY828802,382800,80200,2030,England,6,9,2008,2016,UKBMS,N
2290,Knowle Hill(1),SY941823,394100,82300,811,England,5,9,2008,2016,UKBMS,N
2291,Knowle Hill 2,SY935823,393500,82300,1348,England,3,10,2007,2016,UKBMS,N
2292,Nine Barrow Down,SZ005809,400500,80900,1301,England,4,10,2007,2016,UKBMS,N
2293,Ailwood Down,SY994813,399400,81300,2200,England,4,9,2007,2016,UKBMS,N
2294,Binbarrow,SY494886,349400,88600,1600,England,8,7,2010,2016,UKBMS,N
2295,Chard Junction,ST345044,334500,104400,1676,England,10,7,2010,2016,UKBMS,N
2297,Slop Bog,SU078017,407800,101700,2000,England,6,10,2007,2016,UKBMS,N
2298,Ferry Road West,SZ0284,402000,84000,2180,England,7,6,2011,2016,UKBMS,N
2299,Black Hill,ST665006,366500,100600,2130,England,9,6,2011,2016,UKBMS,N
2300,Baginton,SP34607590,434600,275900,,England,,1,1991,1991,UKBMS,N
2301,Bircher Common,SO460663,346000,266300,1480,England,11,13,1993,2006,UKBMS,N
2302,Breakheart Hill,ST75709660,375700,196600,,England,10,5,1989,1993,UKBMS,N
2303,Breakheart Quarry,ST75409670,375400,196700,,England,10,5,1989,1993,UKBMS,N
2304,Bredon Hill,SO94503810,394500,238100,3535,England,15,13,1987,2000,UKBMS,N
2305,Bringsty Common,SO69905460,369900,254600,1600,England,15,21,1991,2015,UKBMS,N
2306,Broadway Railway Line,SP09203870,409200,238700,1475,England,10,2,1995,1996,UKBMS,N
2307,Brotheridge Green,SO81704130,381700,241300,710,England,6,14,1998,2016,UKBMS,N
2308,Brown Hills,SK03200640,403200,306400,,England,,1,1991,1991,UKBMS,N
2309,Castlemorton Common,SO78103940,378100,239400,2500,England,9,17,1998,2016,UKBMS,N
2310,Chaddesley Wood,SO91207350,391200,273500,1420,England,10,31,1984,2016,UKBMS,N
2311,Chase End Hill,SO76203550,376200,235500,2800,England,7,22,1992,2016,UKBMS,N
2312,Cleeve Prior,SP07504890,407500,248900,1300,England,15,19,1984,2003,UKBMS,N
2313,Colemere,SJ430333,343000,333300,,England,,2,1992,1993,UKBMS,N
2314,Common Hill,SO590347,359000,234700,3550,England,11,9,1995,2005,UKBMS,N
2315,Coppet Hill,SO57601800,357600,218000,3200,England,11,21,1994,2016,UKBMS,N
2316,Crickley Hill,SO93101630,393100,216300,3600,England,9,18,1996,2015,UKBMS,N
2317,Croft Farm,SO75704630,375700,246300,,England,15,2,2000,2002,UKBMS,N
2318,Ewyas Harold Common,SO38702950,338700,229500,1780,England,13,17,1999,2016,UKBMS,N
2319,Grafton Wood,SO97305600,397300,256000,1380,England,15,18,1998,2016,UKBMS,N
2320,Harbury Spoilbank,SP38605960,438600,259600,1300,England,5,15,1988,2006,UKBMS,N
2321,Haugh Wood North,SO59503700,359500,237000,1060,England,10,16,1987,2004,UKBMS,N
2322,Haugh Wood South,SO590360,359000,236000,3700,England,12,30,1987,2016,UKBMS,N
