Administrative port,Home port,Port letters and numbers,Vessel name,Registry of Shipping and Seamen number,Licence number,Fish producer organisation,Overall length,Registered tonnage,Engine power,Vessel capacity units,Year built,Hull,Country of construction,Licence Category,Shellfish  licence (Y/N),Scallop licence (Y/N)
BELFAST,KILKEEL,N10,NORTHERN DAWN,A19645,50115,ANGLO-NORTH IRISH FPO LTD,20.5,86,335,271.7,1969,S,FRA,CATEGORY A,N,N
BELFAST,KILKEEL,N102,WILLING LAD,C19587,50291,NORTHERN IRELAND FPO LTD,18.75,115.35,441,323.325,2009,S,GBR,CATEGORY A,N,N
BELFAST,KILKEEL,N1063,RENOWN,C21013,50547,NORTHERN IRELAND FPO LTD,20.4,109,447,333.75,1981,S,FRA,CATEGORY A,N,N
BELFAST,KILKEEL,N109,ACHILLES,C20348,50347,NORTHERN IRELAND FPO LTD,21.2,154,559.5,393.815,2004,S,DNK,CATEGORY A,N,N
BELFAST,KILKEEL,N12,MOLLY M,C19240,40018,NORTHERN IRELAND FPO LTD,13.95,26.91,114,117.423,1967,W,FRA,CATEGORY A,N,Y
BELFAST,KILKEEL,N123,AMETHYST,A10318,44048,NORTHERN IRELAND FPO LTD,14.76,31.01,136,134.852,1975,W,GBS,CATEGORY A,N,Y
BELFAST,KILKEEL,N153,GOLDEN SHORE,C20847,50425,NORTHERN IRELAND FPO LTD,14.95,46.44,220,188.7,2016,S,IRL,CATEGORY A,N,Y
BELFAST,KILKEEL,N183,SPARKLING SEA,A24549,50191,NORTHERN IRELAND FPO LTD,23.21,195,525,401.041,1988,S,NLD,CATEGORY A,N,N
BELFAST,KILKEEL,N183,SPARKLING SEA,A24549,50191,NORTHERN IRELAND FPO LTD,23.21,195,525,401.041,1988,S,NLD,NORTHERN ALBACORE TUNA,N,N
BELFAST,KILKEEL,N185,GOLDEN FLEECE,A17005,50089,ANGLO-NORTH IRISH FPO LTD,13.9,31,201,159.394,1975,W,GBR,CATEGORY A,N,Y
BELFAST,KILKEEL,N24,LADY RITA,A11476,50498,NORTHERN IRELAND FPO LTD,23.1,148,354,307.14,1979,S,GBR,CATEGORY A,N,N
BELFAST,KILKEEL,N25,BAHATI,A10088,41965,ANGLO-NORTH IRISH FPO LTD,16.48,53,221,190.09,1978,W,GBR,CATEGORY A,N,Y
BELFAST,KILKEEL,N25,BAHATI,A10088,41965,ANGLO-NORTH IRISH FPO LTD,16.48,53,221,190.09,1978,W,GBR,NORTHERN ALBACORE TUNA,N,Y
BELFAST,KILKEEL,N258,MYLA ROSE,C16160,40818,ANGLO-NORTH IRISH FPO LTD,21.22,180,438,342.669,1997,W,GBR,CATEGORY A,N,N
BELFAST,KILKEEL,N262,ACCORD,A11558,12773,NORTHERN IRELAND FPO LTD,21.03,105,369,308.003,1979,S,UNK,CATEGORY A,N,Y
BELFAST,KILKEEL,N264,LADY ISLE,A13589,50378,ANGLO-NORTH IRISH FPO LTD,12.14,21.72,145,124.493,1968,S,GBR,CATEGORY B ,N,Y
BELFAST,KILKEEL,N273,OCEAN HARVESTER,A19781,50159,ANGLO-NORTH IRISH FPO LTD,22.78,151,490.00,374.493,1976,W,SWE,CATEGORY A,N,N
BELFAST,KILKEEL,N292,UNITY,C21060,50480,NORTHERN IRELAND FPO LTD,27.65,267.3,578,473.005,2012,S,DNK,CATEGORY A,N,N
BELFAST,KILKEEL,N292,UNITY,C21060,50480,NORTHERN IRELAND FPO LTD,27.65,267.3,578,473.005,2012,S,DNK,DEEP SEA SPECIES,N,N
BELFAST,KILKEEL,N304,NEW VENTURE,A17604,44047,NORTHERN IRELAND FPO LTD,17.99,84,304,241.142,1979,S,GBR,CATEGORY A,N,N
BELFAST,KILKEEL,N315,STEADFAST,C20714,50387,NORTHERN IRELAND FPO LTD,18.7,160,675,434.65,2015,S,GBR,CATEGORY A,N,N
BELFAST,KILKEEL,N336,ONWARD,A10795,44145,NORTHERN IRELAND FPO LTD,16.77,89,221,200.573,1988,S,GBR,CATEGORY A,N,Y
BELFAST,KILKEEL,N345,TELESIS,A23387,11107,NORTHERN IRELAND FPO LTD,11.89,23.43,179.04,136.808,1988,S,GBR,CATEGORY A,Y,Y
BELFAST,KILKEEL,N382,HEATHER BELLE,A12388,41605,NORTHERN IRELAND FPO LTD,20.87,127,445,331.94,1981,S,GBR,CATEGORY A,N,N
BELFAST,KILKEEL,N386,FAIRHAVENS,C20757,50398,ANGLO-NORTH IRISH FPO LTD,21,121,423,331.05,1992,S,FRA,CATEGORY A,N,N
BELFAST,KILKEEL,N394,ST JOSEPH,A12402,50052,ANGLO-NORTH IRISH FPO LTD,16.49,42,179,170.421,1967,W,GBR,CATEGORY A,N,N
BELFAST,KILKEEL,N444,AMITY,B10423,50200,ANGLO-NORTH IRISH FPO LTD,10.57,13.02,134,101.84,1989,W,UNK,CATEGORY A,Y,Y
BELFAST,KILKEEL,N5,NICOLA-JOANNE,A23206,50354,NON-SECTOR,10.8,13.34,110,92.7,1982,W,GBR,CATEGORY C,Y,Y
BELFAST,KILKEEL,N511,AQUARIA,B12093,41058,NON-SECTOR,15.52,42,221,182.172,1991,S,GBR,CATEGORY C,Y,Y
BELFAST,KILKEEL,N588,TWO BROTHERS,B10082,40399,ANGLO-NORTH IRISH FPO LTD,10.7,13.27,100,87.372,1989,F,,CATEGORY A,Y,N
BELFAST,KILKEEL,N59,GALENA,A23573,44682,NORTHERN IRELAND FPO LTD,10.9,9.55,73,77.431,1982,F,GBR,CATEGORY A,Y,N
BELFAST,KILKEEL,N71,SILVER HARVESTER,B10695,50258,ANGLO-NORTH IRISH FPO LTD,22.12,164,500,376.743,1989,W,EIR,CATEGORY A,N,N
BELFAST,KILKEEL,N73,NORTHERN EAGLE,C20596,50546,NORTHERN IRELAND FPO LTD,19.51,151,447,337.72,1993,S,,CATEGORY A,N,N
BELFAST,KILKEEL,N74,NORTHERN VIKING,C19260,50287,ANGLO-NORTH IRISH FPO LTD,20.4,112,420,325.884,1983,S,FRA,CATEGORY A,N,N
BELFAST,KILKEEL,N76,NORTHERN OSPREY,C20533,41090,ANGLO-NORTH IRISH FPO LTD,20.6,120,375,302.65,1987,S,FRA,CATEGORY A,N,N
BELFAST,KILKEEL,N77,NORTHERN VENTURE,C17465,50112,ANGLO-NORTH IRISH FPO LTD,19.9,110,431,329.27,1982,S,EIR,CATEGORY A,N,N
BELFAST,KILKEEL,N777,NORTHERN QUEST,C19238,41125,ANGLO-NORTH IRISH FPO LTD,19.27,89,324,261.42,1980,S,FRA,CATEGORY A,N,N
BELFAST,KILKEEL,N82,HARVEST DAWN,C20777,50501,ANGLO-NORTH IRISH FPO LTD,20.6,139,426,330.956,1992,S,FRA,CATEGORY A,N,N
BELFAST,KILKEEL,N83,CONSTANT FRIEND,B14217,40723,ANGLO-NORTH IRISH FPO LTD,18.54,152,377,293.868,1994,S,GBR,CATEGORY A,N,N
BELFAST,KILKEEL,N862,FAIRWAY TWO,A23196,11093,NORTHERN IRELAND FPO LTD,10.19,11.18,97,85.225,1981,U,GBR,CATEGORY A,Y,N
BELFAST,KILKEEL,N907,OCEAN HUNTER,A13844,40918,NORTHERN IRELAND FPO LTD,17.22,66,270,222.754,1969,W,GBR,CATEGORY A,N,N
BELFAST,KILKEEL,N911,COWRIE BAY,A15123,10319,ANGLO-NORTH IRISH FPO LTD,15.71,48,171,166.183,1973,S,GBR,CATEGORY A,Y,Y
BELFAST,KILKEEL,N96,KARIMA,B10980,50464,NORTHERN IRELAND FPO LTD,26.1,158,559,439.731,1978,S,GBR,CATEGORY A,N,N
BELFAST,KILKEEL,N970,HIGHLAND QUEEN,A12273,40795,NON-SECTOR,16.65,54,172,168.808,1972,W,GBR,CATEGORY B ,N,Y
BELFAST,KILLYBEGS,B945,MARY ELLEN,C18125,50271,NON-SECTOR,14.95,60.84,265,212.089,2004,S,GBR,CATEGORY C,Y,N
BELFAST,LONDONDERRY,N905,VOYAGER,C20922,50477,ANGLO-NORTH IRISH FPO LTD,86.4,4290,7200,4777.92,2017,S,DNK,BLUE WHITING,N,N
BELFAST,LONDONDERRY,N905,VOYAGER,C20922,50477,ANGLO-NORTH IRISH FPO LTD,86.4,4290,7200,4777.92,2017,S,DNK,CATEGORY A (PELAGIC),N,N
BELFAST,LONDONDERRY,N905,VOYAGER,C20922,50477,ANGLO-NORTH IRISH FPO LTD,86.4,4290,7200,4777.92,2017,S,DNK,CLYDE HERRING,N,N
BELFAST,LONDONDERRY,N905,VOYAGER,C20922,50477,ANGLO-NORTH IRISH FPO LTD,86.4,4290,7200,4777.92,2017,S,DNK,EXTERNAL WATERS: GUINEA_BISSAU,N,N
BELFAST,NORTH SHIELDS,B85,PILOT STAR,A10627,50016,NORTHERN IRELAND FPO LTD,16.32,40,111,134.814,1964,W,GBR,CATEGORY A,N,N
BELFAST,PORTAVOGIE,B1005,OCEAN DIVINE,C19945,50308,NORTHERN IRELAND FPO LTD,11.35,11.71,120.85,101.145,1982,F,GBR,CATEGORY A,N,N
BELFAST,PORTAVOGIE,B119,ILLUSTRIS,A10713,44122,NORTHERN IRELAND FPO LTD,20.21,146,399,320.616,1985,W,GBR,CATEGORY A,N,N
BELFAST,PORTAVOGIE,B119,ILLUSTRIS,A10713,44122,NORTHERN IRELAND FPO LTD,20.21,146,399,320.616,1985,W,GBR,CLYDE HERRING,N,N
BELFAST,PORTAVOGIE,B126,INCENTIVE II,A12315,50050,NORTHERN IRELAND FPO LTD,18.5,81,273,231.26,1973,W,GBR,CATEGORY A,N,N
BELFAST,PORTAVOGIE,B140,RIBHINN DONN II,A13466,50058,NORTHERN IRELAND FPO LTD,19.3,57,171,192.364,1973,W,GBR,CATEGORY A,N,N
BELFAST,PORTAVOGIE,B152,ILENE,A10509,50274,NORTHERN IRELAND FPO LTD,19.99,74,204,215.538,1968,W,GBR,CATEGORY A,N,N
BELFAST,PORTAVOGIE,B156,GREEN PASTURES,A12175,44363,NORTHERN IRELAND FPO LTD,16.89,56,309,227.554,1980,W,GBR,CATEGORY A,N,N
BELFAST,PORTAVOGIE,B313,LUCINDA ANN,B13825,42015,NORTHERN IRELAND FPO LTD,23.6,176.04,420,355.38,1984,S,SWE,CATEGORY A,N,N
BELFAST,PORTAVOGIE,B313,LUCINDA ANN,B13825,42015,NORTHERN IRELAND FPO LTD,23.6,176.04,420,355.38,1984,S,SWE,EXTERNAL WATERS:  ICELAND,N,N
BELFAST,PORTAVOGIE,B32,SANRENE,A17526,10515,NORTHERN IRELAND FPO LTD,17.82,51,111,144.396,1969,W,DNK,CATEGORY A,N,N
BELFAST,PORTAVOGIE,B377,HOPE,C17859,13086,NORTHERN IRELAND FPO LTD,11.99,16.43,221,158.201,2003,W,GBR,CATEGORY B ,N,Y
BELFAST,PORTAVOGIE,B39,FULMAR,A12827,40264,NORTHERN IRELAND FPO LTD,11.33,12.99,111,94.477,1976,F,GBR,CATEGORY A,N,Y
BELFAST,PORTAVOGIE,B58,AUBRIETIA,A14077,50272,NORTHERN IRELAND FPO LTD,21.33,126,465.5,347.693,1986,W,GBR,CATEGORY A,N,N
BELFAST,PORTAVOGIE,B786,HERITAGE,A11719,50069,NORTHERN IRELAND FPO LTD,21.31,88,242,239.956,1975,W,GBR,CATEGORY A,N,N
BELFAST,PORTAVOGIE,B903,ASPIRE,A10599,50410,NORTHERN IRELAND FPO LTD,22.66,138,309,285.887,1976,W,GBR,CATEGORY A,N,N
BELFAST,PORTAVOGIE,B903,ASPIRE,A10599,50410,NORTHERN IRELAND FPO LTD,22.66,138,309,285.887,1976,W,GBR,NORTHERN ALBACORE TUNA,N,N
BELFAST,PORTAVOGIE,B908,GOLDEN EMBLEM,A11806,40172,ANGLO-NORTH IRISH FPO LTD,19.63,123,309,269.982,1979,W,GBR,CATEGORY A,N,N
BELFAST,PORTAVOGIE,B952,FAITHFUL FRIEND V,A11786,50350,NORTHERN IRELAND FPO LTD,16.76,71,179.04,173.586,1971,W,,CATEGORY A,N,Y
BELFAST,PORTAVOGIE,B963,GOLDEN RAY,C18504,50277,NORTHERN IRELAND FPO LTD,14.93,52.43,217,186.036,2005,S,GBR,CATEGORY A,N,N
BELFAST,PORTAVOGIE,N105,ST BRENDAN,B12259,50212,THE FIFE FPO LTD,10.45,12.99,90.00,83.345,1990,W,UNK,CATEGORY C,N,N
BELFAST,PORTAVOGIE,N108,RAMBLING ROSE,A10525,44071,NORTHERN IRELAND FPO LTD,18.59,91,272,237.472,1981,W,GBR,CATEGORY A,N,N
BELFAST,PORTAVOGIE,N182,DAY DAWN,A19735,50138,NORTHERN IRELAND FPO LTD,19.17,57,231,215.519,1965,W,GBR,CATEGORY A,N,N
BELFAST,PORTAVOGIE,N306,ARLANDA,A10840,50026,NORTHERN IRELAND FPO LTD,18.43,68,171.58,166.596,1976,W,DNK,CATEGORY A,N,N
BELFAST,RATHLIN ISLAND,CE31,CELTIC MOR,A21361,44669,NON-SECTOR,10.67,13.92,85,83.171,1984,F,GBR,CATEGORY A,Y,N
BELFAST,RATHMULLEN,B988,ANNIE,C19147,12192,NON-SECTOR,14.84,57.48,298.4,226.733,2006,S,GBR,CATEGORY C,Y,N
BELFAST,RED BAY,CE12,BOY PAUL,B13061,50301,NON-SECTOR,11.9,25.3,178,134.84,1992,F,GBR,CATEGORY A,N,Y
BELFAST,RED BAY,CE707,ALASKA,B11494,11267,NON-SECTOR,11.99,24.63,112,106.154,1990,S,GBR,CATEGORY A,Y,Y
BELFAST,UNSPECIFIED IRISH PORT,B932,MARE GRATIA,C17927,50330,THE FPO LTD,43.51,315,744,769.9,,S,,CATEGORY A,N,N
BRIXHAM,BRIXHAM,BD1,SPECULATE,C18270,13041,SOUTH WESTERN FPO LTD,14.98,48.02,221,189.03,2005,S,GBR,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BD287,OUR DAVID GEORGE,C21117,12980,CORNISH FPO LTD,13.5,33,209,171,2018,S,,CATEGORY A (PELAGIC),N,Y
BRIXHAM,BRIXHAM,BM1,EMULATE,C18064,12250,SOUTH WESTERN FPO LTD,14.95,45.64,221,187.655,,,,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM10,EMILIA JAYNE,B11832,11827,SOUTH WESTERN FPO LTD,23,125,221,241.82,1991,S,NLD,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM110,ROBIN OF LADRAM,C19911,12657,SOUTH WESTERN FPO LTD,23.98,159,221,267.55,1990,S,NLD,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM112,ETERNAL PROMISE,C19943,12130,NORTH SEA FISHERMENS ORGANISATION LTD,23.98,119.62,221,267.55,,S,NLD,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM116,OUR SARAH JAYNE,A14831,44575,NON-SECTOR,14.02,28.24,143,132.768,1973,W,GBR,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM128,HOLLY ANNE,A14840,10239,SOUTH WESTERN FPO LTD,28.15,167,701,512.5,1968,S,NLD,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM140,GEESKE,B11368,11406,SOUTH WESTERN FPO LTD,30.4,171,588,474.36,1971,S,NLD,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM15,MARTINE,C18561,12759,SOUTH WESTERN FPO LTD,34,205,740,571,1973,S,NLD,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM172,EMILY ROSE,C19242,11986,SOUTH WESTERN FPO LTD,23.97,150,221,263.645,2000,S,NLD,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM176,EBONNIE,C18533,11125,NON-SECTOR,14.95,69.45,223,188.555,2005,S,GBR,CATEGORY C,Y,N
BRIXHAM,BRIXHAM,BM177,LA CREOLE II,C20754,12665,NON-SECTOR,14.99,59.13,291,219.391,2015,F,GBR,CATEGORY C,Y,N
BRIXHAM,BRIXHAM,BM181,LASS O DOUNE,C19448,12437,SOUTH WESTERN FPO LTD,23.97,150,221,262.446,1998,S,NLD,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM188,SAM OF LADRAM,A14879,12830,SOUTH WESTERN FPO LTD,26.2,167,507,411.55,1970,S,NLD,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM19,MARINA EMIEL,C19787,12148,SOUTH WESTERN FPO LTD,11.95,25.23,219.98,165.074,2010,S,GBR,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM2,SEA IMAGE,C17230,11629,SOUTH WESTERN FPO LTD,13.97,37.25,220,180.026,2001,S,GBR,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM201,CHLOE OF LADRAM,B11998,11998,SOUTH WESTERN FPO LTD,28,188,745,531.25,1973,S,NLD,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM218,ANN MARIE,A14899,11810,SOUTH WESTERN FPO LTD,29.75,150,704.78,540.871,1968,S,NLD,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM222,SEA OTTER,A19088,12224,SOUTH WESTERN FPO LTD,14.97,40.33,220.6,176.216,1984,S,GBR,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM23,CARHELMAR,B10649,11304,INTERFISH,23.8,128,220,261.316,1989,S,NLD,CATEGORY A,N,N
BRIXHAM,BRIXHAM,BM258,HELEN CLAIRE,A14921,10277,NON-SECTOR,14.39,26.82,149,139,1959,W,FRA,CATEGORY C,Y,N
BRIXHAM,BRIXHAM,BM265,JOANNA C,A14928,10280,SOUTH WESTERN FPO LTD,13.94,38.07,205,164.599,1980,S,GBR,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM271,ANGELENA,A22871,12431,SOUTH WESTERN FPO LTD,13.99,29.61,221,167.721,1988,W,UNK,CATEGORY A,N,N
BRIXHAM,BRIXHAM,BM28,PAMELA JILL,A14868,10249,SOUTH WESTERN FPO LTD,26.15,105,221,258.965,1967,S,NLD,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM29,QVARL,A17664,44645,SCOTTISH FISHERMENS ORGANISATION,18.25,85,447,321.783,1988,S,GBR,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM362,VAN DIJCK,B11898,11444,NON-SECTOR,33.53,203,746,587.175,1974,S,BEL,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM478,DANIELLE,B14531,11762,SOUTH WESTERN FPO LTD,31.99,250,634,525.225,1973,S,NLD,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM484,CONSTANT FRIEND,C16304,11786,SOUTH WESTERN FPO LTD,14.99,40.75,221,184.443,1998,S,GBR,CATEGORY A (PELAGIC),N,Y
BRIXHAM,BRIXHAM,BM500,GLENDEVERON,A14820,12627,SOUTH WESTERN FPO LTD,30.3,232,749,558.24,1980,S,NLD,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,BM500,GLENDEVERON,A14820,12627,SOUTH WESTERN FPO LTD,30.3,232,749,558.24,1980,S,NLD,NORTHERN ALBACORE TUNA,N,Y
BRIXHAM,BRIXHAM,BM518,KINGFISHER,C17881,12850,NON-SECTOR,11.9,26.44,221,156.57,2003,S,GBR,CATEGORY B ,N,Y
BRIXHAM,BRIXHAM,BM77,JACOBA,A19955,12357,SOUTH WESTERN FPO LTD,22.18,126,220,249.824,1988,S,GBR,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,DH10,AQUILA,C18817,12131,NON-SECTOR,14.95,59.29,357,248.855,2006,S,GBR,CATEGORY A,Y,Y
BRIXHAM,BRIXHAM,DH99,SUPERB-US,A16360,10382,NON-SECTOR,13.57,22.96,82,99.322,1964,W,GBR,CATEGORY A,Y,Y
BRIXHAM,BRIXHAM,E333,J SEA,C20138,12392,NON-SECTOR,13.95,43.37,221,187.753,2012,S,GBR,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,E444,GIRL DEBRA,C17175,11119,CORNISH FPO LTD,14.98,55.51,221,192.026,2000,S,GBR,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,E535,JUDI G,C21130,13121,CORNISH FPO LTD,11.98,26.4,220,170.88,2018,F,GBR,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,FH401,GOLDEN PROMISE,B14805,11740,SOUTH WESTERN FPO LTD,14.2,35.4,179,155.81,1996,S,GBR,CATEGORY A,N,Y
BRIXHAM,BRIXHAM,ST7,VIRGO,A21824,50333,NON-SECTOR,11.33,16.39,179,132.328,1984,F,,CATEGORY A,Y,N
BRIXHAM,BRIXHAM,TH7,AMADEUS,B13497,12044,NON-SECTOR,24.5,258,401,366.895,1992,S,GBS,CATEGORY B ,Y,N
BRIXHAM,BRIXHAM,WH768,ROYAL ESCAPE,C19922,11537,NON-SECTOR,11.95,14.39,94.74,101.188,1974,W,GBR,CATEGORY C,Y,N
BRIXHAM,DARTMOUTH,DH110,KINGFISHER,B10155,11255,NON-SECTOR,18.35,122,220,210.935,1989,S,NLD,CATEGORY C,Y,N
BRIXHAM,DARTMOUTH,DH119,NORTHERN CLIPPER,A16368,10385,NON-SECTOR,13.04,27.45,112,113.905,1971,W,FRA,CATEGORY C,Y,N
BRIXHAM,DARTMOUTH,DH149,NEWBROOK,A16386,10387,NON-SECTOR,14.31,20.25,70,94.607,1960,W,GBR,CATEGORY C,Y,N
BRIXHAM,DARTMOUTH,DH17,EXCEL,A16309,12796,NON-SECTOR,14.98,32.39,199,168.644,1971,W,GBR,CATEGORY C,N,N
BRIXHAM,DARTMOUTH,DH20,MAGNUM,A16312,10373,NON-SECTOR,11.3,13.59,97,91.11,1979,F,GBR,CATEGORY C,Y,N
BRIXHAM,DARTMOUTH,DH5,WILLIAM HENRY II,B10066,11238,NON-SECTOR,22.5,185,399.8,331.11,1989,S,NLD,CATEGORY C,Y,N
BRIXHAM,DARTMOUTH,PZ75,WILLIAM HARVEY,A21585,10907,NON-SECTOR,12.64,20.71,97,101.794,1958,W,FRA,CATEGORY A,Y,N
BRIXHAM,EXMOUTH,BM127,HARVESTER,C16630,11854,CORNISH FPO LTD,14.96,39.17,221,183.974,1999,S,GBR,CATEGORY A,N,Y
BRIXHAM,EXMOUTH,E316,BETTY G II,C19433,13101,CORNISH FPO LTD,11.95,27.1,220,165.442,2008,S,GBR,CATEGORY A,N,Y
BRIXHAM,EXMOUTH,E495,AMY R,C16629,11874,SOUTH WESTERN FPO LTD,14.97,39.02,221,184.031,1999,S,GBR,CATEGORY A,N,Y
BRIXHAM,EXMOUTH,PH429,SHELLEY MARIE,A21241,10258,SOUTH WESTERN FPO LTD,11.62,39.15,179,135.164,1988,S,GBR,CATEGORY A,N,Y
BRIXHAM,EXMOUTH,SM241,TWO BROTHERS II,A22858,11931,SOUTH WESTERN FPO LTD,11.49,16.02,164.12,123.95,1987,S,GBR,CATEGORY A,N,Y
BRIXHAM,TEIGNMOUTH,TH117,GIRL RONA,A23504,11121,SOUTH WESTERN FPO LTD,14.83,38.98,216,174.168,1980,S,GBR,CATEGORY A (PELAGIC),N,Y
BRIXHAM,TORQUAY,BM482,MARY ANNE,C16250,11932,SOUTH WESTERN FPO LTD,11.98,18.07,175,137.931,1997,S,GBR,CATEGORY A (PELAGIC),N,Y
BRIXHAM,UNKNOWN,BM111,CATHARINA,C19045,11930,SOUTH WESTERN FPO LTD,23.97,160,448,369.39,1992,S,NLD,CATEGORY A,N,Y
BRIXHAM,UNKNOWN,BM211,SUE ELLEN,A14895,12859,NON-SECTOR,11.93,23.1,187,144.874,1985,S,GBR,CATEGORY A,N,Y
BRIXHAM,UNKNOWN,BM24,PEACE AND PLENTY III,A14758,11830,NON-SECTOR,11.73,27.47,130,117.854,1983,S,GBW,CATEGORY A,N,Y
BRIXHAM,UNKNOWN,BM263,K C J ROSE,A23531,12940,SOUTH WESTERN FPO LTD,14.96,33.88,209,171.842,1975,S,GBR,CATEGORY A,N,Y
BRIXHAM,UNKNOWN,BM361,BARENTSZEE,B13137,11504,SOUTH WESTERN FPO LTD,30.55,249,709,557.34,1984,S,BEL,CATEGORY A,N,Y
BRIXHAM,UNKNOWN,BM519,AQUINIS,B12559,12817,SOUTH WESTERN FPO LTD,18.27,96,221,220.032,1992,S,GBR,CATEGORY A,N,Y
BRIXHAM,UNKNOWN,BM55,ANGEL EMIEL,C20107,12123,SOUTH WESTERN FPO LTD,23.99,159,221,265.461,1999,S,NLD,CATEGORY A,N,N
BRIXHAM,UNKNOWN,BM7,LADY MAUREEN,C19878,12361,SOUTH WESTERN FPO LTD,23.97,151,221,263.645,2001,S,NLD,CATEGORY A,N,N
BRIXHAM,UNKNOWN,E222,AUTUMN J,C16105,41993,SOUTH WESTERN FPO LTD,13.67,34.27,197,159.597,1997,S,GBR,CATEGORY A,N,Y
BRIXHAM,UNKNOWN,E222,AUTUMN J,C16105,41993,SOUTH WESTERN FPO LTD,13.67,34.27,197,159.597,1997,S,GBR,DEEP SEA SPECIES,N,Y
BUCKIE,BUCKIE,BCK101,ARROW,A22446,44674,ORKNEY FPO LTD,13.47,25.69,190,151.638,1985,S,GBR,OVER 10 METRE,N,N
BUCKIE,BUCKIE,BCK17,MORAY ENDEAVOUR,C16313,41001,SCOTTISH FISHERMENS ORGANISATION,21.2,189,518,378.532,1997,W,GBR,OVER 10 METRE,N,Y
BUCKIE,BUCKIE,BCK303,EMERALD DAWN,C19801,41599,NON-SECTOR,23,164,447,366.75,1999,S,ESP,OVER 10 METRE,N,Y
BUCKIE,BUCKIE,BCK40,QUO VADIS,C17805,41025,NORTH SEA FISHERMENS ORGANISATION LTD,42.36,499,1492,1031.46,1996,S,,OVER 10 METRE,N,N
BUCKIE,BUCKIE,BCK595,DEESIDE,B11081,40753,ABERDEEN FPO LTD,24.35,216,570,433.525,1989,S,GBR,OVER 10 METRE,N,N
BUCKIE,BUCKIE,BF205,SEARCHER,B10135,41102,SCOTTISH FISHERMENS ORGANISATION,23.71,227,485,393.704,1988,S,GBR,OVER 10 METRE,N,N
BUCKIE,BUCKIE,BF61,TRANSCEND,C17259,40163,SCOTTISH FISHERMENS ORGANISATION,19.92,168,446.00,345.319,2000,S,ESP,OVER 10 METRE,N,N
BUCKIE,BUCKIE,INS155,SHEKINAH,C17439,41729,SCOTTISH FISHERMENS ORGANISATION,17.99,171,492,347.33,2001,S,GBR,OVER 10 METRE,N,N
BUCKIE,HOPEMAN,INS167,ARCTURUS,A11699,44288,ABERDEEN FPO LTD,24.56,192,403,359.901,1984,S,GBS,OVER 10 METRE,N,N
BUCKIE,LOSSIEMOUTH,INS5,ORCADIS,A23212,40187,NON-SECTOR,11.35,6.12,90,74.55,1987,S,GBR,OVER 10 METRE,N,N
BUCKIE,UNKNOWN,BCK215,CHLOE ELLA,C17641,44103,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,15.75,95,345,253.688,2002,W,,OVER 10 METRE,N,N
BUCKIE,UNKNOWN,BCK262,BONAVENTURE,A12303,44396,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,21.78,154,369,312.194,1987,W,GBR,OVER 10 METRE,N,N
BUCKIE,UNKNOWN,BCK35,CALEDONIA III,C21157,42375,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,16.48,168,447,319.806,2018,S,GBR,OVER 10 METRE,N,N
BUCKIE,UNKNOWN,BCK364,CONQUEST,C19267,41995,SCOTTISH FISHERMENS ORGANISATION,23.95,240,745,526.85,2003,S,GBR,OVER 10 METRE,N,N
BUCKIE,UNKNOWN,BCK4,SALTIRE,B12187,12764,NON-SECTOR,13.95,32.04,187,151.807,1991,S,GBR,OVER 10 METRE,N,Y
BUCKIE,UNKNOWN,INS291,REUL NA MARA,A12554,42108,SCOTTISH FISHERMENS ORGANISATION,24.85,192,500,400.441,1986,W,GBR,DEEP SEA SPECIES,N,N
